Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Cardiovascular Disease Pctl,Poverty
7420,Los Angeles,91355,-118.6121724,34.4153573,84.63,45.05,24.41,31.31,87.99,4.31,10.08,7.5
5173,Contra Costa,94803,-122.2944086,37.9689098,6.38,35.38,40.58,0.0,25.68,74.89,62.89,21.2
4838,San Mateo,94070,-122.2658697,37.5077822,6.38,18.73,77.87,0.0,55.03,11.69,13.27,15.8
3661,Los Angeles,90808,-118.0728449,33.8200771,32.15,65.1,91.61,0.0,82.88,10.95,15.33,12.3
5481,Los Angeles,91384,-118.6328469,34.4800849,84.58,32.76,37.75,0.0,91.64,24.29,35.18,15.5
4449,Los Angeles,91367,-118.6541956,34.177348,75.12,52.46,25.74,21.41,27.43,34.6,60.71,10.5
3808,Sacramento ,95837,-121.5936907,38.6578904,55.38,25.08,27.99,76.83,58.05,47.98,66.65,5.9
4830,Santa Clara,95123,-121.854143,37.2544152,26.7,15.71,69.58,0.0,87.86,31.93,13.82,18.5
7487,San Francisco,94116,-122.4978433,37.7425001,7.52,27.87,51.8,0.0,66.14,23.99,18.52,20.7
3153,Solano ,94510,-122.1630224,38.0608147,13.62,35.83,66.01,0.0,28.79,67.25,55.21,20.8
4483,Calaveras ,95222,-120.5609618,38.0706597,74.1,33.02,4.58,27.79,8.05,22.69,46.9,27.1
1202,Santa Clara,95037,-121.5279664,37.248099,35.18,5.33,1.42,58.62,47.71,14.12,10.48,10.1
1824,Los Angeles,91304,-118.651677,34.2382513,79.99,47.74,31.86,4.24,5.4,41.45,37.87,20.9
1930,Alameda ,94610,-122.2520804,37.8095265,3.12,45.4,84.07,0.0,87.29,49.99,24.55,22.3
5026,Santa Clara,95037,-121.6086139,37.1301031,35.16,6.24,31.55,87.52,82.29,37.2,60.28,8.4
5970,Shasta ,96003,-122.3564969,40.6025623,46.99,18.69,45.96,0.0,56.54,52.69,65.18,44.9
3277,Los Angeles,90046,-118.3530199,34.1114184,65.69,62.33,53.35,0.0,64.18,4.7,8.39,25.8
22349,San Diego,91915,-116.9557609,32.6100121,42.76,58.47,19.37,0.0,22.91,17.86,24.44,12.9
4123,Solano ,95688,-121.9967931,38.3622036,35.16,11.97,12.86,28.0,9.68,89.18,70.6,24.6
2383,Riverside ,92595,-117.2478194,33.6430873,79.99,46.63,2.33,0.0,18.99,39.37,93.38,21.0
7226,San Bernardino,92256,-116.4710167,34.077742,93.63,1.52,3.14,0.0,34.08,62.54,95.31,40.7
7007,Sacramento ,95823,-121.4375735,38.4555299,39.99,32.3,23.16,0.0,27.48,98.45,98.74,39.5
12647,San Diego,92010,-117.2771634,33.1585,35.16,30.39,18.97,92.17,47.41,7.29,10.9,21.9
4697,San Bernardino,91709,-117.7824421,33.9791922,64.85,88.1,19.12,0.0,44.66,21.19,53.19,15.1
4516,Contra Costa,94509,-121.8155925,37.9865794,37.57,28.38,8.85,0.0,50.85,99.49,95.83,30.5
3739,Yolo ,95695,-121.7872092,38.6661851,55.38,35.62,15.49,78.59,8.36,63.11,59.12,11.3
6512,Los Angeles,91789,-117.8818963,34.0254501,69.32,86.75,21.63,0.0,47.93,17.35,30.32,15.9
3554,Orange ,92708,-117.9511573,33.7195163,42.56,60.36,44.33,0.0,62.61,27.68,50.72,27.4
2327,Riverside ,92557,-117.2371448,33.967321,99.07,61.8,22.07,0.0,16.79,64.44,80.42,31.9
4447,Contra Costa,94531,-121.7692731,37.967884,35.16,28.62,46.04,0.0,68.39,95.06,82.44,14.5
386,Los Angeles,91390,-118.4302105,34.477891,95.27,47.39,3.81,0.0,3.33,11.68,38.66,49.9
2816,San Diego,92054,-117.3364699,33.2158066,32.15,43.93,73.32,0.0,51.98,8.59,6.61,31.9
7248,Contra Costa,94547,-122.2562999,38.0086578,10.57,31.92,66.72,0.0,50.93,53.88,30.17,16.9
4487,Alameda ,94709,-122.2695878,37.8752396,3.12,40.22,74.77,0.0,16.1,10.9,10.63,36.5
3454,Alameda ,94501,-122.2738461,37.766273,3.12,41.44,27.07,0.0,14.75,74.0,51.82,16.9
3014,Solano ,94535,-121.9458087,38.2790134,29.89,15.97,4.57,0.0,44.08,3.75,19.78,30.6
4263,Butte ,95965,-121.5902502,39.6722796,74.1,9.09,5.85,42.03,3.8,55.42,78.84,31.6
5110,Riverside ,92562,-117.2060351,33.5845532,76.94,41.98,31.81,0.0,25.31,40.2,94.43,27.0
6934,Contra Costa,94596,-122.0630149,37.9062665,14.92,35.92,95.73,10.17,83.5,15.83,11.23,13.6
8662,Sacramento ,95835,-121.532096,38.6780725,56.96,29.99,62.45,56.59,60.88,48.72,70.8,17.6
6956,San Bernardino,91709,-117.7592802,33.9779999,66.81,89.88,42.23,0.0,30.83,21.76,54.22,11.7
5095,San Diego,92110,-117.1885238,32.7677269,35.16,48.09,79.29,0.0,42.7,31.77,7.78,32.2
7700,San Luis Obispo,93433,-120.6127502,35.1183559,16.78,21.13,45.21,94.17,53.35,44.48,6.89,33.5
4012,San Diego,92122,-117.1916155,32.8501753,39.99,41.06,72.47,77.17,80.85,5.16,3.53,21.1
6185,Riverside ,92591,-117.1047166,33.5207723,74.1,28.64,18.82,56.1,24.08,37.72,94.17,10.6
12331,Orange ,92618,-117.7518955,33.6364023,64.73,50.74,41.08,0.0,85.79,11.42,12.79,16.3
2674,Mendocino ,95428,-123.1572763,39.7629881,37.6,0.47,0.44,0.0,0.08,72.02,79.77,61.1
3526,Los Angeles,90069,-118.3878271,34.0876356,62.53,63.95,81.27,0.0,69.39,11.45,27.02,22.0
2889,Riverside ,92506,-117.3385631,33.9418987,97.0,73.45,10.26,0.0,55.74,52.92,52.73,12.3
8604,Santa Clara,94086,-122.0203525,37.3624639,16.78,15.46,65.09,0.0,62.54,4.25,7.54,28.0
3458,Orange ,92870,-117.8479994,33.8939302,55.38,81.21,17.05,0.0,41.56,34.28,55.0,8.9
802,Sacramento ,95624,-121.2951929,38.4098054,52.06,20.46,14.69,84.21,55.73,44.83,77.82,4.1
6679,Orange ,92691,-117.6853236,33.609152,67.9,40.5,77.1,0.0,97.44,13.81,43.46,13.4
5341,San Mateo,94019,-122.4241365,37.5392774,7.52,13.73,7.38,76.41,82.6,41.31,9.23,15.0
7615,San Diego,92040,-116.9197122,32.8364013,69.32,42.95,28.55,0.0,19.51,36.24,28.12,21.9
5275,Orange ,92691,-117.6651142,33.5727477,67.9,45.16,77.96,0.0,97.75,6.21,21.73,16.7
1251,Del Norte,95548,-124.0350111,41.5728126,0.19,1.21,1.31,0.0,4.79,51.55,87.57,53.9
3624,Santa Clara,95037,-121.6429002,37.1331658,35.16,7.04,90.5,49.69,81.1,38.04,62.95,16.0
7107,Butte ,95928,-121.7959706,39.7464744,58.23,34.46,65.36,56.03,18.59,46.68,28.2,27.6
2161,Madera ,93653,-119.8802873,37.1891883,78.22,55.93,0.61,52.38,4.15,21.8,25.12,29.3
3852,Santa Barbara,93111,-119.8068138,34.4465699,22.19,13.48,51.4,54.0,64.74,41.25,25.67,19.9
4801,San Bernardino,91701,-117.6274307,34.146438,95.27,94.72,47.8,8.41,72.99,28.3,60.59,9.5
9956,Santa Clara,95054,-121.9509272,37.3962507,16.78,20.49,97.19,0.0,92.83,11.48,19.07,12.2
10983,Santa Barbara,93455,-120.4257095,34.9079217,11.56,10.85,40.83,95.79,63.14,41.87,29.37,24.2
4179,Humboldt ,95526,-123.7971626,40.5020364,3.91,1.0,1.16,19.28,0.61,47.5,73.47,33.4
6780,San Diego,92131,-117.1057659,32.9282044,50.54,43.0,74.82,0.0,81.76,4.66,10.22,11.7
3017,Napa ,94558,-122.3106008,38.3056856,16.78,49.91,75.26,17.86,73.08,33.89,26.3,23.2
2713,Sacramento ,95670,-121.2455336,38.6306876,66.81,21.23,42.02,0.0,83.24,60.22,59.36,3.7
3097,Alameda ,94501,-122.2593887,37.7601324,3.12,41.66,52.17,0.0,7.99,74.0,51.82,21.6
4541,Solano ,94591,-122.1822552,38.1382068,14.92,32.1,18.47,49.07,67.84,86.89,50.32,13.1
3067,Riverside ,92203,-116.2675281,33.7597156,93.63,7.88,68.43,79.72,36.68,12.14,19.95,38.5
5271,Napa ,94515,-122.5826961,38.5814083,13.62,7.24,34.46,60.07,10.15,36.09,43.28,26.9
2636,Riverside ,92260,-116.3868788,33.7348325,88.7,8.38,26.24,0.0,54.95,5.46,7.51,46.0
2423,Humboldt ,95546,-123.9140107,41.2749037,13.65,0.77,2.13,11.9,0.56,47.62,78.08,38.5
4676,Sonoma ,94954,-122.5331126,38.2110204,11.56,12.0,10.85,67.48,63.79,27.83,32.79,15.2
620,Ventura ,93243,-119.1348137,34.6431476,63.72,4.44,0.06,43.97,0.09,8.62,2.8,17.4
7428,San Diego,91910,-117.0127578,32.6311503,32.15,54.81,9.53,0.0,62.74,51.97,30.75,14.6
1460,San Diego,92037,-117.2318176,32.8797622,42.56,45.84,92.21,0.0,77.24,0.06,0.04,50.5
3668,Placer ,95603,-121.0567377,38.922298,75.12,6.4,55.71,58.41,30.35,55.4,49.25,17.2
3956,Shasta ,96003,-122.3934125,40.6148623,46.99,20.56,31.31,0.0,27.46,52.69,65.18,55.4
11383,Solano ,94534,-122.1486859,38.1649825,17.65,28.79,28.11,56.79,80.74,54.94,19.48,10.3
938,Solano ,94535,-121.9464883,38.2715918,29.89,16.79,8.91,0.0,52.11,1.01,36.17,24.4
2925,Placer ,96143,-120.0195644,39.2468106,60.66,2.73,43.57,0.0,24.35,7.37,10.98,39.9
4457,Orange ,92627,-117.9132613,33.6313413,50.54,53.93,69.53,0.0,45.05,34.45,12.31,8.1
6320,San Joaquin,95242,-121.2979405,38.1075416,44.98,50.7,39.18,69.72,23.45,36.38,67.57,20.4
4826,Riverside ,92882,-117.5997193,33.8502157,76.94,88.33,6.48,0.0,27.16,40.32,84.52,14.9
3542,Mendocino ,95585,-123.6195849,39.7946937,7.6,1.46,2.03,23.55,1.18,47.98,28.12,42.7
2513,San Mateo,94015,-122.4690804,37.6695059,10.57,25.97,74.72,0.0,87.56,24.75,7.99,13.5
6728,Riverside ,92882,-117.5718819,33.8472672,78.01,88.92,8.92,0.0,24.33,15.29,59.93,11.0
6522,Santa Clara,95037,-121.6632327,37.1283447,35.16,6.71,62.14,39.69,20.21,38.04,62.95,16.5
6545,Los Angeles,91748,-117.8885626,33.9591947,60.93,77.88,23.8,16.79,90.84,9.61,8.66,13.0
4511,Sacramento ,95628,-121.2584098,38.643865,65.36,19.59,36.96,0.0,56.69,51.55,45.97,22.3
2721,San Bernardino,91709,-117.7602431,33.9515994,64.85,83.57,11.97,33.03,33.86,19.42,50.15,10.9
8169,Mono ,93546,-118.9835861,37.6379125,47.02,0.24,6.14,39.28,10.74,52.69,27.02,30.9
2049,Los Angeles,91741,-117.8642543,34.1611414,93.85,71.33,3.4,11.76,2.7,41.0,61.08,12.1
4156,Yolo ,95618,-121.7025621,38.5403403,37.57,27.44,74.57,75.52,56.45,20.69,31.84,15.3
4178,Los Angeles,91403,-118.461044,34.138911,75.3,62.66,36.74,14.28,94.33,7.53,16.94,9.7
5068,San Diego,91977,-116.9898629,32.7116102,42.56,52.26,11.43,0.0,40.86,70.5,48.63,41.0
6817,Santa Clara,95136,-121.8655675,37.2700359,24.88,19.05,67.11,0.0,78.69,42.86,43.96,9.6
5125,Santa Clara,94040,-122.0718932,37.370027,16.78,14.34,81.47,0.0,83.9,2.95,11.23,13.9
3937,Sonoma ,95404,-122.7128443,38.4570299,10.57,9.86,36.55,0.0,39.7,48.08,52.78,38.9
4304,San Bernardino,92399,-117.0304418,34.0150028,100.0,45.49,4.72,23.52,5.96,39.33,73.62,24.8
2125,San Bernardino,92305,-116.8684367,34.1433712,98.72,4.43,1.14,4.55,3.04,26.63,44.64,31.3
3282,San Diego,92118,-117.1561371,32.6572021,26.7,51.64,49.57,0.0,57.83,1.67,1.23,19.7
10191,San Diego,92027,-117.05572,33.1878229,58.34,10.08,13.53,63.0,46.38,20.73,36.0,14.7
3176,Shasta ,96001,-122.369751,40.5222011,39.99,24.09,12.15,0.0,21.54,66.56,65.32,19.8
4846,Riverside ,92584,-117.1883088,33.6777927,88.7,48.2,56.2,22.72,51.48,33.16,57.69,11.2
5623,Ventura ,93012,-118.9908667,34.2200185,42.56,43.14,24.08,97.17,77.28,11.35,33.92,19.5
5980,Napa ,94503,-122.2397673,38.1612495,16.78,35.08,16.84,0.0,73.15,79.09,53.14,22.1
3290,Sacramento ,95628,-121.2821976,38.6582631,64.73,22.59,58.08,0.0,52.53,42.35,33.08,23.9
4785,Alameda ,94539,-121.9322534,37.5218333,20.85,22.15,77.93,0.0,68.86,12.59,37.99,5.3
25348,San Diego,92127,-117.1226724,33.031018,48.7,16.35,22.74,60.34,57.76,6.66,14.68,11.0
2302,Santa Barbara,93436,-120.4486596,34.6348033,3.12,9.25,74.47,20.28,14.13,56.12,71.05,33.8
4771,Yolo ,95620,-121.6408756,38.4299171,35.27,18.76,9.7,82.97,26.31,29.11,46.59,17.4
4391,Santa Barbara,93105,-119.7222979,34.4309086,22.19,14.1,59.35,0.0,62.06,16.76,3.3,30.4
4568,Santa Clara,95130,-121.9823777,37.2928225,20.85,15.98,27.67,0.0,45.2,7.94,2.54,15.0
4624,Los Angeles,90045,-118.4248557,33.9571656,35.16,70.83,70.39,0.0,56.9,7.08,12.99,15.3
3532,Riverside ,92583,-116.928542,33.7748145,93.63,23.56,20.62,0.0,15.96,71.49,90.47,50.4
4359,San Francisco,94133,-122.4156811,37.8016201,3.12,30.38,99.54,0.0,25.05,24.81,6.02,16.1
5401,Sonoma ,94952,-122.6647282,38.2087678,7.52,10.01,2.89,44.28,6.21,49.09,63.51,15.2
5006,Contra Costa,94547,-122.2874536,38.0174202,10.57,33.89,76.08,0.0,35.54,55.23,38.73,9.1
3468,San Diego,91910,-117.021233,32.6400015,32.15,53.37,9.99,0.0,48.54,67.63,48.22,14.7
3059,Sacramento ,95610,-121.2790825,38.6948104,65.36,18.93,39.65,0.0,55.69,68.63,68.89,24.5
6037,San Diego,92116,-117.1317978,32.7580745,35.16,47.98,92.3,0.0,65.73,30.71,4.32,31.5
4029,San Diego,92026,-117.0971848,33.1596959,53.73,16.3,48.1,22.03,37.78,27.19,57.96,19.4
5065,Placer ,95678,-121.305388,38.7653645,65.36,18.46,32.87,0.0,70.29,31.97,66.77,26.3
6226,Sacramento ,95662,-121.2146576,38.6722963,69.32,14.77,78.22,42.17,47.0,54.94,59.31,18.7
5202,Orange ,92614,-117.7987172,33.6693462,60.66,55.74,65.74,0.0,90.18,3.56,3.64,16.9
3832,Riverside ,92264,-116.4861035,33.7942098,88.7,6.53,57.37,10.07,45.15,16.58,35.56,37.3
5799,San Diego,91941,-116.9758103,32.7537922,50.99,49.02,16.02,0.0,9.75,42.66,19.35,25.3
2634,San Diego,92037,-117.2341464,32.8680044,39.99,45.29,96.8,0.0,72.11,0.12,0.19,37.9
8008,San Diego,91942,-117.0421575,32.7618944,42.56,48.95,35.53,0.0,38.81,37.66,21.87,28.3
3833,San Mateo,94404,-122.2583149,37.5669749,6.38,25.75,61.99,0.0,80.04,8.13,24.44,10.0
7095,Fresno ,93720,-119.7387266,36.8739461,88.7,94.97,12.87,0.0,13.64,36.58,9.92,14.3
4651,San Mateo,94010,-122.3620094,37.5820548,10.57,23.71,69.0,0.0,43.04,12.36,12.06,14.9
2788,Los Angeles,91307,-118.6261323,34.1903616,78.01,54.65,35.42,23.31,38.08,38.65,55.72,14.6
5262,Santa Clara,95117,-121.9703514,37.3123141,20.85,18.59,78.82,0.0,89.43,16.85,10.98,18.1
4570,Fresno ,93711,-119.8536493,36.829804,79.99,95.1,19.95,0.0,35.61,58.04,21.73,17.1
4458,Sonoma ,95403,-122.759351,38.4702328,10.57,8.55,44.65,52.21,35.79,65.72,61.81,23.3
6218,Contra Costa,94531,-121.7753475,37.978244,35.16,32.33,29.06,0.0,70.23,94.14,77.68,13.2
4488,San Diego,91910,-117.0210214,32.6453703,32.15,52.73,11.39,0.0,52.83,44.98,22.92,22.5
2873,Alameda ,94619,-122.1847835,37.7884276,3.83,36.66,78.23,0.0,81.46,87.43,38.66,13.8
6657,San Bernardino,92308,-117.1945742,34.4570452,91.05,9.89,6.02,0.0,19.21,82.39,96.83,39.4
3237,Santa Barbara,93117,-119.8231719,34.4459283,22.19,16.27,52.01,35.21,46.46,19.65,18.46,9.8
2647,Alameda ,94602,-122.2131962,37.8055076,3.12,40.12,57.32,0.0,6.31,81.03,20.86,21.8
4852,Los Angeles,90277,-118.3878823,33.8113912,26.7,71.13,51.61,0.0,45.76,6.97,15.93,14.0
3726,San Diego,92109,-117.2344938,32.7981576,35.16,47.82,74.36,0.0,39.89,6.42,12.99,32.4
5574,Ventura ,93063,-118.6825555,34.3349364,77.03,40.93,2.51,0.0,6.44,54.52,61.58,14.4
7605,San Bernardino,92371,-117.5382961,34.4739103,93.85,36.74,4.63,0.0,8.3,54.61,64.78,52.4
7481,Alameda ,94536,-121.9732494,37.5647659,17.65,20.83,89.35,0.0,57.68,36.5,36.28,6.5
3702,Ventura ,93012,-119.0440952,34.1672985,32.15,38.26,23.83,92.55,7.3,11.35,33.92,8.4
4840,Los Angeles,90631,-117.945019,33.9575548,64.73,71.64,8.69,0.0,53.9,52.59,66.33,12.8
4943,Monterey ,95076,-121.6841172,36.8477738,14.92,1.66,6.73,95.38,47.16,22.23,5.75,33.5
5576,Santa Clara,94086,-122.0021282,37.3613051,16.78,16.09,45.43,0.0,87.11,1.32,0.79,10.7
2859,El Dorado,96150,-119.9875001,38.9351151,60.66,0.62,55.2,0.0,28.69,30.2,3.25,42.6
4562,El Dorado,95726,-120.5987224,38.7682537,72.83,5.61,6.12,49.55,14.58,55.1,23.82,42.4
3528,San Diego,92037,-117.252727,32.9053825,42.56,45.3,43.53,0.0,63.88,1.21,0.14,13.9
4722,Los Angeles,93510,-118.2228031,34.4705275,93.85,47.54,11.92,0.0,85.99,36.65,33.5,19.4
2565,San Diego,92027,-117.0530788,33.1461143,56.96,17.97,29.71,0.0,13.11,37.9,53.5,24.9
6971,Orange ,92627,-117.8936526,33.6580897,53.73,56.65,43.78,0.0,84.91,30.72,9.0,16.8
2407,Riverside ,92203,-116.2433518,33.7486002,91.05,8.13,3.15,77.45,54.65,22.63,44.64,21.3
5763,Riverside ,92591,-117.1314932,33.5116005,72.55,34.93,18.23,0.0,49.66,37.9,94.27,34.1
6528,Alameda ,94704,-122.2592723,37.8631882,3.12,40.47,92.86,0.0,5.65,5.35,26.15,65.8
3170,Ventura ,93065,-118.7806622,34.2611513,66.81,42.76,11.24,0.0,32.69,46.49,60.06,17.0
7543,Alameda ,94536,-121.9915834,37.5591933,16.78,21.99,85.8,0.0,54.61,40.85,42.05,16.3
4953,Orange ,92845,-118.0222289,33.7774482,32.15,63.7,64.98,0.0,89.93,12.84,21.04,5.5
4658,San Francisco,94102,-122.4295509,37.7760456,3.12,25.26,89.52,0.0,41.5,54.22,6.75,14.0
4449,Santa Clara,95127,-121.801472,37.3487217,24.88,21.84,17.7,49.59,8.88,37.48,27.94,24.7
8936,Sacramento ,95843,-121.3727251,38.7214772,63.29,26.06,13.5,0.0,40.0,71.61,95.7,22.4
3563,Santa Clara,94043,-122.0922777,37.4060297,13.62,18.57,87.72,0.0,52.49,9.04,19.2,20.3
3354,Siskiyou ,96097,-122.6399825,41.7431803,35.16,0.71,17.98,0.0,3.41,76.38,70.15,39.6
3369,San Diego,92069,-117.1650168,33.2134255,42.76,14.05,20.49,71.48,66.44,23.09,33.67,16.8
3754,Nevada ,95728,-120.601709,39.4097111,69.61,4.6,3.06,8.17,10.14,30.89,23.94,35.8
2420,Sacramento ,95610,-121.2885102,38.6709519,64.73,22.96,47.6,0.0,62.04,49.33,46.24,29.3
1642,Riverside ,92264,-116.4919557,33.7045459,88.7,3.73,2.5,2.41,55.78,14.19,33.6,34.9
3797,Los Angeles,91107,-118.0900164,34.15374,79.99,61.54,63.06,69.48,79.09,20.84,22.82,10.8
4054,Riverside ,92584,-117.1494297,33.6962146,88.7,48.29,13.45,0.0,16.56,44.27,75.07,15.7
5664,Alameda ,94568,-121.8911928,37.7208265,26.7,21.05,41.95,0.0,53.14,28.83,22.23,9.0
7092,Riverside ,92882,-117.5826965,33.8372032,76.94,83.27,31.91,0.0,10.36,24.02,66.77,13.1
4400,Alameda ,94709,-122.2603183,37.8773131,3.12,39.55,41.69,0.0,8.99,5.63,4.22,45.2
3535,Santa Clara,95125,-121.9070616,37.3010965,20.85,23.31,16.55,0.0,38.2,38.88,33.92,11.5
3409,San Luis Obispo,93401,-120.6420907,35.2838276,14.92,9.68,28.85,0.0,64.86,37.33,14.36,41.7
1974,Los Angeles,91384,-118.6355485,34.4635721,82.48,33.7,7.12,0.0,,24.29,35.18,12.2
6532,Orange ,92604,-117.7984075,33.684115,60.66,59.4,26.93,0.0,51.34,18.87,25.07,11.8
10263,Sonoma ,95492,-122.8390298,38.5354711,11.56,4.73,19.23,78.38,29.23,34.7,40.64,17.3
5042,Ventura ,93065,-118.7532358,34.2967394,69.32,41.84,36.63,0.0,87.83,35.63,43.41,11.5
5126,San Francisco,94112,-122.4287994,37.7196247,6.38,27.52,88.11,0.0,19.4,55.23,26.15,12.1
2384,San Mateo,94066,-122.4282283,37.620041,10.57,21.98,55.59,0.0,80.5,70.26,52.73,14.2
8810,Santa Clara,95127,-121.8355147,37.3842879,20.85,20.32,16.8,0.0,20.38,56.48,54.09,21.4
6212,Los Angeles,90402,-118.5076229,34.0293136,56.96,61.88,39.93,0.0,38.51,1.68,5.21,13.4
10800,Riverside ,92203,-116.2164629,33.7444899,88.7,8.79,41.13,43.28,53.83,22.63,44.64,23.4
2968,Alameda ,94610,-122.2586656,37.8112134,3.12,46.57,73.75,0.0,41.09,47.53,9.53,23.7
6326,Sacramento ,95628,-121.3008459,38.6709692,63.29,27.02,37.14,0.0,70.5,49.29,51.46,27.4
1650,Modoc ,96056,-121.2561842,41.5000454,45.04,0.44,6.56,73.72,0.35,12.85,22.48,53.3
4314,Orange ,92862,-117.6955373,33.8098494,64.92,64.8,18.38,0.0,95.2,7.91,22.59,11.0
4034,Orange ,92646,-117.9840914,33.664929,37.57,57.67,66.53,0.0,38.48,22.23,29.65,12.0
2679,Orange ,90740,-118.0942214,33.7535479,24.88,60.52,40.52,36.14,53.36,8.7,22.73,4.1
5722,Yolo ,95937,-122.1271651,38.8344702,37.59,6.11,3.09,78.1,2.26,41.08,13.16,40.6
4007,Placer ,95661,-121.2750016,38.7246552,65.36,18.49,58.59,0.0,69.59,47.93,61.08,14.2
3202,Riverside ,92860,-117.6015989,33.9103842,76.94,91.77,7.98,0.0,34.41,13.86,62.26,16.9
4121,San Bernardino,92352,-117.2161238,34.261789,100.0,43.96,11.05,0.0,2.06,49.71,63.72,33.6
2557,Orange ,92648,-117.9924346,33.6509015,35.16,56.3,76.1,0.0,51.33,28.93,39.46,18.7
4104,Orange ,92691,-117.6666498,33.5912214,67.9,44.12,79.48,0.0,95.1,10.92,37.0,14.2
5255,San Francisco,94112,-122.4307918,37.7116589,6.38,27.39,90.24,0.0,22.71,39.01,9.0,20.2
4008,Santa Barbara,93455,-120.4277159,34.8722878,13.62,10.69,18.48,63.24,24.36,43.34,32.42,20.4
8558,Contra Costa,94553,-122.1215423,38.0042221,13.62,32.43,65.9,0.0,9.63,67.32,48.92,12.3
6463,Ventura ,91361,-118.8610975,34.1532016,58.23,40.98,41.12,0.0,87.7,5.32,23.13,11.1
4186,Butte ,95973,-121.894685,39.7660786,46.99,22.44,58.92,98.9,11.89,47.43,44.25,26.9
4129,Fresno ,93711,-119.8416197,36.8461939,82.48,94.65,19.6,75.31,53.34,55.94,23.13,8.0
6035,Los Angeles,91384,-118.6225617,34.4592531,84.58,40.0,70.37,56.21,91.26,20.06,27.63,8.4
3743,Los Angeles,90066,-118.4473996,34.0100779,46.99,65.86,43.06,0.0,47.08,28.24,37.99,11.0
4658,Orange ,92646,-117.9480646,33.6815196,44.98,62.73,57.29,35.62,58.24,19.58,25.21,19.8
6779,El Dorado,95682,-120.937104,38.6377284,76.94,14.28,7.14,19.76,64.2,34.9,29.45,22.3
2825,Orange ,92807,-117.7696789,33.8488293,56.96,80.55,20.16,0.0,39.11,10.06,17.92,17.9
1685,San Bernardino,92314,-116.8619415,34.2352744,98.67,2.8,4.53,0.0,18.13,83.69,99.41,22.7
6726,Santa Clara,95117,-121.9716416,37.3045269,20.85,17.55,41.43,0.0,59.98,21.95,14.89,29.9
3534,Sonoma ,95492,-122.8126591,38.5565372,13.62,5.1,66.78,49.34,69.33,43.15,54.96,6.7
5123,Orange ,92646,-117.9845181,33.6939742,37.57,57.61,56.9,52.17,65.55,10.23,9.83,22.2
6718,Orange ,92660,-117.8827408,33.633742,53.73,54.76,16.95,69.31,77.85,9.4,13.82,17.5
4793,Butte ,95973,-121.8867963,39.7376442,46.99,29.04,45.2,85.79,30.99,46.59,19.95,38.0
6842,Alameda ,94552,-122.0152514,37.7272587,15.05,22.3,19.5,13.72,99.63,13.11,25.07,6.6
2631,Mariposa ,95338,-119.7878947,37.5805409,75.12,7.98,0.3,10.28,0.45,70.51,99.43,32.4
6909,Placer ,95648,-121.303039,38.8903019,66.81,12.42,56.09,0.0,16.33,28.2,63.31,37.1
2720,San Diego,92065,-116.8231087,33.072914,70.58,5.45,2.66,17.1,6.93,16.94,47.52,22.4
4735,San Joaquin,95242,-121.2973297,38.1227092,46.99,51.46,59.42,49.38,25.43,36.38,67.57,15.3
5637,Los Angeles,91750,-117.7540975,34.1305665,91.05,91.09,41.22,6.83,70.78,41.36,58.39,5.8
5460,Los Angeles,91326,-118.564234,34.2868634,93.63,53.84,25.96,0.0,86.08,20.05,63.6,5.4
6104,Santa Clara,95124,-121.9270197,37.2713891,22.19,17.8,26.19,0.0,38.43,18.62,13.91,11.2
4416,Orange ,92627,-117.9411674,33.6642944,46.99,54.98,29.17,55.9,54.63,32.94,13.77,15.2
4832,San Francisco,94115,-122.4293428,37.78334,3.12,27.69,97.36,0.0,70.53,30.65,0.69,27.7
3381,Los Angeles,90403,-118.4898132,34.0339243,55.38,67.44,36.12,0.0,12.99,15.32,57.49,8.2
5033,Sonoma ,94954,-122.6438313,38.2600055,10.57,14.23,82.85,0.0,78.46,38.4,51.61,19.6
5447,Orange ,92620,-117.7543564,33.7169413,62.53,60.2,38.76,82.28,32.55,9.52,40.91,10.4
3911,San Diego,92028,-117.2348433,33.3418007,55.38,21.11,17.31,77.48,16.68,15.84,44.85,18.0
11624,Riverside ,92508,-117.3226083,33.8910477,97.0,76.79,8.29,44.52,35.95,19.73,59.63,14.0
7152,Los Angeles,91355,-118.5503607,34.4105552,93.63,48.85,45.65,15.83,75.84,18.88,28.83,15.6
6262,San Bernardino,91701,-117.5519587,34.1290095,97.0,93.58,67.18,0.0,76.65,14.24,37.44,6.0
6202,Sacramento ,95624,-121.3819931,38.4166717,42.56,30.52,66.88,0.0,83.51,45.78,79.3,23.9
7448,Monterey ,93906,-121.6133637,36.706281,11.56,1.79,32.59,97.62,20.41,59.32,30.53,16.5
6052,Los Angeles,90815,-118.118082,33.7994363,24.88,63.37,68.35,0.0,82.03,14.47,51.61,8.2
3793,Contra Costa,94505,-121.577453,37.9016812,44.98,34.67,11.34,80.9,13.39,31.24,51.32,13.1
5575,San Diego,92129,-117.1190243,32.9493661,50.54,43.5,55.33,0.0,83.78,10.79,18.98,15.5
8953,San Diego,92057,-117.2924241,33.2318552,37.57,37.75,39.61,75.66,57.33,7.64,10.9,15.2
