Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Cardiovascular Disease Pctl,Poverty
4670,Santa Clara,95136,-121.8670355,37.2604228,22.34,52.61,65.46,0.0,78.83,21.46,26.51,20.2
4475,Contra Costa,94530,-122.288182,37.9435402,11.08,20.16,25.15,25.0,39.01,68.82,43.0,28.9
3908,Ventura ,91360,-118.864959,34.1974404,60.88,40.92,17.32,0.0,71.37,23.66,46.1,14.7
7575,Lake ,95461,-122.5571962,38.7527742,16.94,2.48,2.13,33.24,6.2,23.73,11.13,30.7
5069,San Francisco,94117,-122.4474539,37.7704942,7.58,30.7,98.52,0.0,57.76,29.07,28.4,21.7
4658,Alameda ,94709,-122.2603183,37.8773131,7.58,30.7,38.99,0.0,,5.1,2.63,41.0
5390,Los Angeles,90278,-118.3699719,33.8873629,40.49,81.66,64.29,0.0,85.71,26.26,24.61,14.5
5376,Los Angeles,90278,-118.3649588,33.8622408,40.49,81.66,64.29,0.0,49.68,14.06,11.03,12.2
3256,Solano ,94510,-122.1828721,38.0801267,16.94,17.81,38.62,0.0,51.47,67.09,57.82,11.7
5724,San Diego,92109,-117.2243397,32.8039041,31.84,52.61,40.57,0.0,80.67,10.55,14.86,38.0
3563,Los Angeles,90272,-118.5245644,34.0350108,60.88,66.23,11.51,54.02,75.94,0.98,12.48,8.6
2208,Riverside ,92264,-116.5735745,33.7649103,100.0,8.67,3.96,13.82,20.33,54.58,40.81,23.5
2104,San Diego,92082,-116.9122434,33.2118604,60.88,30.7,2.09,54.64,5.4,10.45,21.59,38.9
4029,Alameda ,94539,-121.9027992,37.5273674,16.94,32.61,38.17,0.0,76.51,8.18,22.15,13.1
3855,Contra Costa,94521,-121.95812,37.9598119,22.34,17.81,19.63,0.0,39.07,68.28,58.86,17.2
3487,San Luis Obispo,93402,-120.8212246,35.3185487,16.94,,6.86,69.67,39.4,47.34,3.81,42.7
4032,Calaveras ,95257,-120.449,38.3647246,73.93,2.53,1.02,30.09,0.68,46.32,34.06,45.9
5369,Sonoma ,94954,-122.6437532,38.2766584,11.08,7.76,20.32,40.86,47.69,57.77,56.09,9.0
3539,Los Angeles,91356,-118.5455805,34.1527206,82.1,52.61,26.15,0.0,24.25,61.06,66.7,5.1
4212,Sacramento ,95662,-121.2010755,38.6652033,77.87,30.7,22.1,0.0,31.07,40.18,63.35,26.2
1916,Riverside ,92234,-116.4514939,33.7835901,100.0,10.74,13.47,0.0,18.6,36.67,49.68,34.6
5099,Santa Clara,95118,-121.8850395,37.2674809,22.34,52.61,62.2,0.0,53.37,42.19,39.63,6.9
4170,Sonoma ,95476,-122.5327531,38.3129516,11.08,10.74,11.26,68.18,24.29,11.56,31.24,23.9
2680,Riverside ,92201,-116.2337821,33.67104,91.1,20.16,19.22,79.61,11.46,27.64,26.16,31.7
3362,Siskiyou ,96097,-122.6399825,41.7431803,40.49,17.81,5.9,0.0,6.86,77.17,72.77,44.1
11611,Riverside ,92881,-117.5567013,33.8282363,85.21,83.99,19.96,0.0,7.56,17.77,72.45,6.0
4375,Orange ,92626,-117.9136205,33.6619896,40.49,52.61,45.72,0.0,47.07,32.64,24.2,23.7
4159,San Luis Obispo,93446,-120.6735277,35.6208944,31.84,20.23,13.7,22.54,29.41,54.28,32.41,26.7
6574,Riverside ,92592,-117.0898477,33.4616244,77.87,3.92,28.29,49.72,6.54,18.02,72.77,9.0
3913,Shasta ,96007,-122.343672,40.4075321,53.02,7.76,3.63,18.18,5.36,39.3,66.92,27.7
6991,Siskiyou ,96067,-122.3332707,41.3441729,40.49,2.5,4.59,0.0,16.72,59.87,90.21,34.6
9389,Sacramento ,95757,-121.4423204,38.3865578,53.02,30.7,24.65,23.93,8.08,53.67,73.27,22.9
4161,Ventura ,91362,-118.8063659,34.2093962,69.23,40.92,7.99,0.0,18.03,18.63,34.06,15.6
5991,Alameda ,94619,-122.1574761,37.785376,7.58,30.7,53.7,12.53,55.72,86.19,11.03,9.7
4396,Placer ,95661,-121.2390477,38.7658974,73.93,17.81,34.34,0.0,88.54,37.26,43.06,23.5
4617,Santa Clara,95050,-121.9622644,37.3378469,16.94,52.61,72.59,0.0,29.89,35.1,51.94,12.6
4018,Los Angeles,91007,-118.0426347,34.1100947,69.23,66.23,33.93,0.0,34.73,2.08,4.73,26.2
10482,San Diego,92037,-117.2318176,32.8797622,31.84,40.92,62.59,0.0,66.88,3.17,1.76,56.6
1448,Los Angeles,90803,-118.1289701,33.7508616,31.84,66.23,38.07,0.0,38.14,21.95,45.57,16.2
4422,Los Angeles,91016,-117.9882851,34.1747468,73.93,42.86,15.83,25.52,12.24,25.88,35.31,6.2
6068,Alameda ,94587,-122.0724418,37.5699748,11.08,30.7,81.01,0.0,21.92,77.67,68.38,14.4
3834,San Diego,92129,-117.1018883,32.9615181,40.49,42.86,53.53,0.0,91.43,2.68,1.85,30.3
2142,Siskiyou ,95568,-123.3041347,41.7477055,31.84,0.32,0.91,0.0,0.03,6.51,23.19,53.4
5682,San Bernardino,92277,-116.0890611,34.1516402,98.18,2.32,3.45,0.0,11.82,39.96,94.43,46.1
2895,Los Angeles,91355,-118.5490974,34.3826426,98.18,52.61,36.08,0.0,33.29,5.7,25.27,6.9
3801,Riverside ,92211,-116.3212439,33.7509498,98.18,11.8,33.35,8.21,16.98,13.84,23.7,35.3
5364,Mendocino ,95427,-123.711243,39.3311449,22.34,20.18,2.25,0.0,30.3,59.59,24.82,33.7
6086,Sacramento ,95831,-121.5503432,38.5037812,60.88,30.7,17.6,31.34,4.2,56.09,41.8,14.1
6595,Alameda ,94551,-121.7418149,37.7129066,25.87,30.7,85.79,0.0,94.52,32.91,42.55,18.7
4316,San Francisco,94122,-122.4825954,37.7589003,7.58,20.16,93.29,0.0,64.13,15.32,20.92,31.8
3182,San Mateo,94404,-122.2864296,37.5615414,11.08,30.7,70.93,0.0,58.18,10.91,17.59,11.8
5632,Ventura ,93035,-119.2015189,34.1855328,40.49,40.92,30.52,0.0,9.69,18.64,9.15,33.3
7684,Santa Clara,94087,-122.0049605,37.3449022,16.94,52.61,70.09,0.0,60.53,2.01,6.06,11.3
6365,San Diego,92071,-116.9613512,32.8524426,40.49,54.48,68.97,0.0,63.93,30.02,33.29,15.3
3498,Orange ,92646,-117.9605421,33.6833874,40.49,54.48,28.79,66.97,34.42,18.59,14.86,18.3
4580,Orange ,92688,-117.5883002,33.6485439,69.23,32.61,12.97,0.0,44.78,6.66,23.4,29.4
5114,Los Angeles,90277,-118.3878823,33.8113912,40.49,81.66,21.72,0.0,34.89,13.33,28.62,9.8
5458,San Mateo,94066,-122.4599881,37.627813,7.58,30.7,48.4,0.0,29.19,68.72,43.19,12.6
4467,Fresno ,93619,-119.6931658,36.8592846,98.18,97.22,34.51,75.21,,12.22,13.1,13.1
6474,San Francisco,94118,-122.467999,37.7771137,7.58,30.7,93.29,0.0,68.28,12.92,9.92,24.5
3519,Kern ,93561,-118.5218332,35.1611067,98.18,54.53,12.08,0.0,12.29,56.7,97.43,10.8
5461,Santa Clara,95123,-121.8445177,37.2410831,22.34,52.61,32.93,0.0,35.03,55.78,55.94,18.1
3175,San Diego,92057,-117.3237639,33.2523944,31.84,30.7,21.34,75.14,32.4,21.09,14.35,16.1
6745,Los Angeles,91024,-118.052919,34.162053,69.23,52.61,39.63,0.0,8.91,6.16,18.34,15.5
3598,Orange ,92648,-118.0028287,33.6610404,40.49,66.23,10.34,0.0,25.77,19.64,33.89,17.2
3114,Napa ,94558,-122.2799612,38.4071166,16.94,20.16,6.32,74.07,15.43,33.61,22.57,13.7
3626,Solano ,95687,-121.956931,38.342413,31.84,17.81,34.91,0.0,9.34,80.15,69.98,22.5
4865,Alameda ,94618,-122.2544365,37.8405983,7.58,30.7,94.4,0.0,75.41,38.31,7.51,14.3
6691,San Francisco,94116,-122.5072276,37.7421024,7.58,17.81,92.81,0.0,23.69,16.86,20.98,22.6
3781,Lassen ,96113,-120.152514,40.1324038,64.8,3.95,0.66,28.77,5.08,10.05,9.81,23.9
5074,Humboldt ,95524,-124.0379,40.8054567,0.24,7.76,5.39,36.32,74.07,51.65,12.78,36.6
3832,Yolo ,95691,-121.5653106,38.5075686,53.02,32.61,16.59,69.11,8.85,69.31,72.53,5.4
4089,Napa ,94503,-122.2596823,38.1608327,16.94,17.81,28.18,0.0,12.73,52.62,47.48,26.2
6064,Santa Clara,95129,-121.9864204,37.3136592,16.94,52.61,63.73,0.0,82.54,7.23,20.71,19.2
8215,Santa Clara,94305,-122.1617917,37.4288379,11.08,40.92,61.49,0.0,39.38,0.02,2.48,49.8
4144,Santa Cruz,95065,-121.9775807,36.9968265,16.94,20.16,12.98,0.0,80.01,5.12,1.85,21.6
3537,Los Angeles,91387,-118.395844,34.4620693,85.21,32.61,9.55,0.0,51.52,35.44,73.15,10.5
3614,San Mateo,94404,-122.2583149,37.5669749,11.08,30.7,34.88,0.0,69.28,10.91,17.59,10.2
7200,Santa Clara,95124,-121.9156579,37.273586,22.34,52.61,44.41,0.0,44.77,16.16,17.13,13.3
5155,Napa ,94515,-122.5826961,38.5814083,11.08,8.91,10.85,65.13,17.7,31.09,29.8,40.1
4364,Orange ,92672,-117.6066076,33.4308537,60.88,30.7,21.0,0.0,91.44,17.23,25.3,21.1
3255,San Bernardino,91784,-117.6586491,34.1545422,91.1,69.14,39.91,0.0,0.83,25.53,47.84,13.2
2534,Los Angeles,91775,-118.0972871,34.1089102,69.23,66.23,46.62,55.75,58.39,5.04,3.53,15.7
3826,San Francisco,94132,-122.4678672,37.7193263,7.58,20.16,89.3,0.0,58.08,20.47,8.37,28.2
2733,Orange ,92707,-117.8817709,33.6625305,40.49,52.61,33.65,26.8,87.19,8.57,2.08,25.9
4185,Alameda ,94552,-121.9692968,37.714448,22.34,30.7,72.63,11.63,96.7,23.06,34.21,4.9
3347,Placer ,95648,-121.282875,38.8721495,73.93,20.16,25.59,0.0,35.27,36.13,52.51,14.5
3280,Fresno ,93619,-119.628777,36.820846,98.18,97.22,24.98,86.81,5.11,9.97,9.26,12.6
4908,Shasta ,96003,-122.3564969,40.6025623,31.84,7.76,29.98,0.0,51.27,62.15,59.18,43.0
4336,Sonoma ,95403,-122.7812918,38.5331527,11.08,17.98,35.57,74.45,35.59,21.42,18.1,24.2
4261,San Diego,92126,-117.1501108,32.9071751,40.49,40.92,44.26,0.0,58.04,33.52,32.95,26.8
7745,San Bernardino,92399,-116.9746005,34.0414168,100.0,20.16,4.72,48.61,4.36,40.24,77.92,10.0
2746,Orange ,92870,-117.8494835,33.9029233,64.8,66.23,46.19,85.49,44.98,16.58,43.86,10.6
5006,Shasta ,96003,-122.3138239,40.5793577,31.84,7.76,21.26,24.03,17.91,58.09,52.09,35.4
3664,Los Angeles,91042,-118.2901465,34.2677213,77.87,66.23,9.67,0.0,2.77,35.17,62.0,7.5
5849,Marin ,94901,-122.5104108,37.9844553,7.58,11.8,19.78,0.0,80.0,33.61,21.46,17.1
4796,Santa Cruz,95010,-121.9458186,36.9784081,16.94,17.81,38.67,35.87,66.3,43.02,5.47,23.3
3775,San Diego,92120,-117.0846348,32.7987225,40.49,42.86,58.56,11.29,23.09,37.13,31.75,10.8
3592,San Luis Obispo,93401,-120.6622738,35.2804281,16.94,11.94,19.93,0.0,55.12,26.82,18.34,49.0
8839,Santa Barbara,93117,-119.8567703,34.4197213,25.87,1.86,10.47,19.7,41.56,3.25,3.12,21.4
3836,San Luis Obispo,93442,-120.8347297,35.3575843,16.94,,7.19,19.46,19.9,24.64,26.83,32.1
2378,Riverside ,92506,-117.3455477,33.9416673,98.18,83.99,44.9,0.0,56.94,39.32,27.17,6.8
6386,San Diego,92019,-116.9434877,32.7472342,53.02,66.23,16.99,52.04,54.68,17.23,10.68,26.3
1801,San Diego,92103,-117.1733775,32.7540028,25.87,52.61,88.31,0.0,23.32,54.0,45.22,18.2
3618,Alameda ,94568,-121.8611155,37.7053403,22.34,30.7,93.79,0.0,95.54,28.36,45.12,17.2
1427,Riverside ,92210,-116.3216036,33.7187828,98.18,17.81,19.71,60.42,45.98,4.55,28.72,22.2
3840,Sonoma ,95472,-122.7996795,38.3806559,7.58,7.76,13.38,54.78,42.46,41.9,21.97,28.5
2598,San Francisco,94108,-122.4098067,37.7909959,7.58,30.7,99.49,0.0,35.99,25.73,8.05,35.4
3304,Butte ,95926,-121.864319,39.744651,60.88,40.92,35.83,38.99,22.35,53.93,64.39,29.4
4362,Shasta ,96003,-122.3934125,40.6148623,31.84,7.76,29.5,0.0,24.92,62.15,59.18,59.3
4448,Santa Clara,95148,-121.7889643,37.3206847,22.34,52.61,19.15,0.0,28.88,20.61,24.47,17.1
5547,Los Angeles,90803,-118.1387992,33.7556821,31.84,66.23,39.44,0.0,40.78,21.95,45.57,23.6
7816,Contra Costa,94583,-121.982097,37.7679943,22.34,20.16,43.2,10.77,87.72,36.6,40.26,6.7
2817,Yolo ,95616,-121.783716,38.5499958,40.49,17.81,11.64,79.29,4.47,13.04,33.29,44.9
6643,Orange ,92808,-117.7320838,33.8373291,69.23,69.14,18.94,0.0,61.04,6.69,20.92,8.8
4910,Solano ,95687,-121.9655186,38.3258768,31.84,17.81,41.8,0.0,31.53,77.23,63.21,11.0
6377,El Dorado,95682,-120.937104,38.6377284,77.87,30.7,4.88,22.89,38.76,31.01,52.51,29.4
15174,Orange ,92651,-117.7988845,33.585416,60.88,32.61,19.8,0.0,74.92,4.99,5.62,12.2
3412,San Diego,92029,-117.0871019,33.0829769,60.88,52.61,39.27,0.0,88.61,8.25,16.72,10.2
3911,Santa Clara,95050,-121.9620692,37.347132,16.94,52.61,72.59,0.0,43.68,35.1,51.94,19.7
6085,Contra Costa,94523,-122.0766292,37.9619967,22.34,17.81,60.06,0.0,24.77,46.39,31.01,22.0
5996,Orange ,92675,-117.6810904,33.4940632,60.88,30.7,34.65,14.2,35.41,11.13,11.28,17.0
2934,Placer ,95701,-120.7181379,39.2241768,77.87,7.76,7.8,39.44,21.41,3.37,0.42,26.5
4580,Riverside ,92253,-116.3048264,33.6834927,91.1,17.81,12.11,0.0,14.89,26.46,42.55,52.9
7377,Santa Clara,95014,-122.0226572,37.3166376,16.94,52.61,52.41,0.0,37.02,0.72,10.6,11.4
6834,Santa Clara,94087,-122.0562245,37.3626565,16.94,52.61,71.19,0.0,71.46,2.97,12.18,7.4
4999,Santa Barbara,93110,-119.784079,34.4366709,25.87,1.86,25.3,38.33,72.9,26.51,2.88,29.6
4143,San Francisco,94109,-122.4229252,37.8058607,7.58,30.7,98.78,0.0,50.76,46.43,7.29,12.1
3257,Orange ,92651,-117.7535469,33.6016816,60.88,30.7,20.25,0.0,58.84,3.72,1.45,23.0
1271,San Bernardino,92314,-116.8619415,34.2352744,100.0,17.81,2.28,0.0,,29.65,56.5,31.8
3129,Alameda ,94568,-121.9419571,37.7068544,22.34,30.7,93.01,0.0,44.3,28.36,45.12,10.8
3854,Ventura ,91361,-118.8899584,34.1696864,60.88,40.92,21.13,18.73,90.11,4.87,23.19,20.0
5961,El Dorado,95682,-120.9950293,38.5829792,73.93,30.7,3.7,20.05,25.13,10.61,25.73,17.9
3728,Sonoma ,95446,-123.0092064,38.533659,11.08,4.84,1.27,61.11,9.14,50.22,11.23,37.1
2283,Alameda ,94611,-122.2510667,37.8260219,7.58,30.7,96.71,0.0,23.07,31.79,16.87,19.7
3461,Alameda ,94610,-122.2416233,37.8148343,7.58,30.7,96.71,0.0,64.9,64.51,23.7,12.7
4725,San Diego,91978,-116.9642155,32.7373196,40.49,69.14,23.76,0.0,52.05,24.44,11.57,27.9
4688,Santa Clara,95148,-121.7916431,37.3336993,22.34,52.61,21.68,8.62,14.3,26.33,31.64,18.1
4073,Ventura ,93010,-119.0320318,34.2331848,53.02,40.92,33.54,70.5,15.55,34.37,66.49,13.2
4986,Los Angeles,90403,-118.4904213,34.0281567,53.02,81.66,62.95,0.0,66.34,15.53,7.51,17.4
6159,Alameda ,94538,-121.9630732,37.5500775,16.94,32.61,51.8,0.0,28.24,68.84,69.36,8.4
4397,Los Angeles,93551,-118.1984139,34.6069598,91.1,7.76,10.55,0.0,36.38,46.5,80.01,16.1
4043,Los Angeles,90034,-118.3938372,34.0434085,53.02,81.66,77.14,0.0,69.36,19.7,32.63,7.1
2757,Inyo ,93514,-118.2425011,37.3448259,91.1,1.86,0.46,1.8,3.62,58.12,60.38,21.2
3842,Los Angeles,90277,-118.3900604,33.8340991,40.49,81.66,42.35,0.0,60.93,18.96,41.65,18.6
4795,Sacramento ,95864,-121.3743962,38.5863007,69.23,40.92,28.31,0.0,63.42,52.05,42.79,10.5
3156,San Diego,91901,-116.647342,32.8244867,69.23,83.99,2.43,0.0,6.0,13.74,20.2,29.9
4334,San Francisco,94121,-122.4840627,37.7782506,7.58,17.81,93.29,0.0,29.55,14.0,18.56,25.6
7458,Santa Cruz,95010,-121.9654587,36.974907,16.94,17.81,38.67,25.24,51.79,33.08,7.03,26.8
6774,Santa Clara,95138,-121.7683503,37.2569417,22.34,52.61,21.79,0.0,92.62,13.43,13.22,9.9
6875,Alameda ,94539,-121.9421767,37.5345605,16.94,40.92,80.98,13.47,81.03,8.76,29.06,7.7
4095,Yolo ,95618,-121.7025621,38.5403403,40.49,20.16,15.21,71.54,64.69,12.88,10.6,20.5
2688,Monterey ,93933,-121.7650077,36.6605317,16.94,3.92,8.13,92.14,5.7,7.08,2.08,40.5
1409,Siskiyou ,35,-121.8260568,41.4116025,40.49,1.97,0.31,36.81,0.89,26.23,82.43,39.1
4332,Orange ,92649,-118.0371737,33.7226068,40.49,66.23,22.99,0.0,39.47,16.74,37.28,17.7
3239,Sonoma ,95492,-122.8126591,38.5565372,11.08,32.66,34.32,62.71,38.3,33.24,44.11,15.5
4955,San Diego,92021,-116.8631385,32.8179291,60.88,66.23,10.59,27.7,41.95,52.6,28.4,27.1
4320,San Francisco,94109,-122.4205531,37.7980418,7.58,30.7,98.78,0.0,44.19,55.14,12.11,16.2
3358,Contra Costa,94518,-122.0202412,37.9690383,22.34,17.81,46.45,0.0,49.1,51.74,25.0,25.4
3358,Los Angeles,90049,-118.4815022,34.0545499,53.02,69.14,17.85,0.0,53.49,2.9,11.91,10.0
3749,Contra Costa,94521,-122.0017551,37.9631631,22.34,17.81,39.71,0.0,41.36,43.6,21.59,20.3
2599,San Diego,92065,-116.8231087,33.072914,64.8,42.86,2.64,26.97,7.38,16.17,39.04,18.3
4091,Contra Costa,94521,-121.9701205,37.9649061,22.34,17.81,21.94,0.0,38.29,68.76,59.07,27.0
4171,Santa Clara,94086,-122.0504683,37.378603,16.94,52.61,68.91,0.0,44.0,7.79,10.9,15.2
6536,Placer ,95650,-121.1999804,38.8271204,73.93,17.81,27.06,32.72,51.16,18.1,25.0,12.9
1860,San Diego,92071,-117.0043675,32.8456215,40.49,52.61,29.6,0.0,22.75,40.07,50.41,17.2
6146,Placer ,95631,-120.5640417,39.0828051,73.93,4.73,3.02,18.42,1.29,18.29,39.17,25.9
5094,Kern ,93555,-117.6877306,35.6298168,82.1,7.76,17.78,0.0,8.18,70.12,99.83,27.0
4495,Sacramento ,95662,-121.2349624,38.6713445,77.87,30.7,20.44,5.33,64.27,33.23,42.31,20.9
2774,Orange ,92637,-117.7378821,33.6110236,60.88,30.7,40.92,0.0,39.34,20.31,22.57,23.6
2641,Placer ,95765,-121.2687886,38.8098522,73.93,17.81,41.22,0.0,11.48,22.37,45.82,39.8
3463,Mono ,93514,-118.5813604,37.6888353,91.1,0.01,0.12,34.83,0.58,23.08,19.85,32.1
6143,Sonoma ,94928,-122.6825544,38.3392841,7.58,7.76,45.94,0.0,13.28,40.09,31.64,27.4
4852,Orange ,92691,-117.6672345,33.6050678,64.8,30.7,39.22,33.07,23.79,22.57,43.47,12.4
3091,Los Angeles,90210,-118.4376439,34.1379878,69.23,69.14,28.05,0.0,73.05,5.4,20.35,5.1
2704,El Dorado,96150,-119.9583769,38.8426463,73.93,0.31,1.61,0.0,11.42,4.35,2.88,18.9
4701,El Dorado,95726,-120.5987224,38.7682537,77.87,4.05,2.84,32.13,9.02,32.86,35.49,39.6
7135,San Diego,92040,-116.9197122,32.8364013,53.02,66.23,29.36,0.0,29.18,42.29,25.15,27.3
7220,Riverside ,92563,-117.1229937,33.5472159,82.1,7.76,28.66,0.0,24.59,9.1,33.4,14.0
3529,Orange ,92807,-117.7923658,33.8407667,64.8,66.23,16.94,0.0,26.09,17.74,35.49,11.7
4465,San Diego,92010,-117.3081967,33.175329,31.84,40.92,44.77,57.89,87.62,11.83,11.23,12.0
5275,San Diego,92024,-117.3060959,33.0772389,31.84,52.61,36.9,58.31,22.95,6.45,12.78,25.8
3448,Los Angeles,90068,-118.3211428,34.1200812,69.23,83.99,24.94,0.0,,9.03,36.33,17.3
5375,Contra Costa,94553,-122.1903986,37.9544588,11.08,20.16,8.8,26.32,30.35,72.46,54.0,9.5
1704,Riverside ,92276,-116.3795881,33.8530222,100.0,10.74,8.34,72.16,63.18,5.39,4.43,38.7
4619,Orange ,92646,-117.9845181,33.6939742,40.49,66.23,26.46,46.3,59.61,6.97,4.49,28.7
2637,San Mateo,94403,-122.2825353,37.5317305,11.08,32.61,43.0,0.0,86.5,15.0,5.05,13.5
3632,Alameda ,94702,-122.2896443,37.8794799,7.58,30.7,86.48,0.0,18.9,62.55,5.47,18.5
5896,El Dorado,95684,-120.5343814,38.6035985,77.87,3.97,1.87,36.74,1.33,25.18,15.67,36.5
2691,San Diego,92111,-117.1810994,32.8034143,31.84,42.86,40.5,0.0,47.79,69.19,10.22,19.5
5259,San Diego,92126,-117.1629598,32.9147375,40.49,40.92,26.93,0.0,63.73,25.7,22.57,11.0
3635,Ventura ,91361,-118.8464045,34.1376331,64.8,40.92,11.14,5.82,59.07,4.34,34.96,10.4
4444,Orange ,92649,-118.0458577,33.7188921,40.49,66.23,36.07,0.0,35.63,16.74,37.28,16.0
3865,Lake ,95451,-122.7736029,38.8709539,22.34,1.86,2.35,46.92,1.74,36.83,36.33,38.1
2277,Los Angeles,91350,-118.5295463,34.4558936,91.1,40.92,18.93,0.0,33.8,14.44,67.32,14.7
3869,Los Angeles,91105,-118.1745514,34.1341118,69.23,66.23,56.15,0.0,90.93,8.19,6.28,6.5
4047,San Francisco,94122,-122.4812305,37.7530955,7.58,20.16,92.94,0.0,79.62,5.91,5.93,17.9
2407,El Dorado,95667,-120.7055174,38.6909824,82.1,8.77,3.52,39.13,3.61,50.65,52.57,22.6
6061,San Diego,92026,-117.1308356,33.1749098,60.88,42.86,31.11,57.31,74.82,9.8,17.13,30.3
2561,Yolo ,95695,-121.7934889,38.659519,53.02,10.74,12.31,78.46,17.06,64.44,60.38,5.6
3449,San Bernardino,91784,-117.6779015,34.1406476,91.1,83.99,33.09,0.0,84.32,29.0,54.22,15.5
6343,Contra Costa,94531,-121.7753475,37.978244,31.84,17.81,28.41,0.0,31.6,95.36,85.76,20.7
5234,Sonoma ,95401,-122.7983695,38.472322,7.58,7.76,30.03,77.08,25.04,39.67,25.0,19.1
3282,Shasta ,96019,-122.3698759,40.6925227,31.84,3.92,7.45,0.0,12.96,75.25,95.91,46.4
2576,Contra Costa,94530,-122.3022455,37.9089588,7.58,30.7,49.43,0.0,12.91,42.66,20.35,24.3
4453,Santa Clara,95008,-121.9687764,37.2902052,22.34,52.61,82.95,0.0,46.23,13.71,17.06,20.7
5764,Santa Barbara,93463,-120.1378745,34.6243989,22.34,1.86,4.02,60.77,21.24,18.09,17.24,22.3
3969,Riverside ,92260,-116.3757329,33.7163278,98.18,11.8,11.79,0.0,24.64,17.12,13.1,33.1
1175,Alpine ,96120,-119.7989986,38.6176096,77.87,0.07,0.36,0.0,0.44,6.26,30.46,39.6
4629,Santa Barbara,93103,-119.6891123,34.4372104,25.87,2.32,11.45,0.0,7.17,43.16,2.17,19.6
4531,San Mateo,94062,-122.2412328,37.4844567,11.08,40.92,54.08,24.17,27.4,19.97,8.49,15.1
3652,Orange ,92691,-117.6420514,33.6575536,64.8,30.7,12.53,23.23,21.73,5.2,9.43,15.4
7832,San Francisco,94118,-122.4480069,37.7789154,7.58,30.7,98.52,0.0,41.73,12.67,2.52,20.0
3066,Santa Clara,95051,-121.9984125,37.3562527,16.94,52.61,72.62,0.0,60.56,5.67,10.6,20.6
6114,Los Angeles,90808,-118.1316155,33.8262896,31.84,66.23,46.88,0.0,36.3,26.23,51.56,10.8
5775,Orange ,92663,-117.9402584,33.6201747,40.49,52.61,13.15,0.0,54.56,20.85,6.36,16.9
5171,San Francisco,94110,-122.4235588,37.759168,7.58,30.7,98.03,0.0,18.97,66.39,36.19,19.1
6023,Santa Clara,94087,-122.0416426,37.3646098,16.94,52.61,68.91,0.0,44.1,4.43,18.75,13.9
3599,San Francisco,94115,-122.440799,37.789849,7.58,30.7,98.52,0.0,53.65,73.63,31.24,13.8
3412,Siskiyou ,96031,-123.0110405,41.327554,31.84,0.37,0.81,30.75,0.15,26.73,26.29,52.4
2939,San Diego,92116,-117.1196457,32.7696657,31.84,52.61,81.73,0.0,98.63,40.11,24.35,16.1
3490,Sonoma ,95446,-123.0055208,38.4759155,11.08,10.8,2.78,53.77,7.03,28.18,1.91,40.5
5012,Placer ,95677,-121.2189633,38.78155,73.93,17.81,24.95,14.16,77.7,48.71,38.65,12.4
5053,San Diego,91941,-116.9758103,32.7537922,40.49,66.23,25.33,0.0,44.29,49.15,13.9,27.7
3679,San Diego,92110,-117.1956419,32.7878017,31.84,52.61,45.6,0.0,84.52,23.14,17.83,24.5
3730,Orange ,92646,-117.9754563,33.664956,40.49,54.48,26.04,0.0,32.79,23.86,20.51,14.4
3954,Santa Clara,95008,-121.9793326,37.2706408,22.34,52.61,65.65,30.92,73.98,15.48,22.68,5.5
5339,San Luis Obispo,93442,-120.8585435,35.3950312,16.94,,5.08,74.2,12.75,24.64,26.83,31.7
3219,Santa Clara,95014,-122.0405535,37.3124131,16.94,52.61,24.38,0.0,69.51,0.95,14.1,7.1
4615,Santa Clara,95051,-121.984583,37.3341541,16.94,52.61,71.61,0.0,58.29,16.38,35.21,13.0
3283,Napa ,94558,-122.3302221,38.3307724,16.94,17.81,32.64,71.68,5.92,47.67,41.27,15.3
4175,San Diego,92069,-117.124725,33.1471367,60.88,52.61,49.82,0.0,14.7,7.12,11.28,22.6
4322,San Francisco,94122,-122.5061466,37.7613974,7.58,17.81,89.65,0.0,15.59,15.32,20.92,28.3
8122,San Diego,92028,-117.1998988,33.3337164,60.88,17.81,14.72,46.26,57.39,24.41,26.83,20.3
5373,Napa ,94508,-122.4283032,38.5549587,16.94,7.96,4.73,59.07,2.91,17.7,9.56,27.2
4496,Orange ,92808,-117.7543976,33.8549585,69.23,69.14,32.12,0.0,82.89,9.43,36.33,6.7
3824,San Francisco,94121,-122.4837889,37.7744602,7.58,17.81,93.29,0.0,49.24,14.0,18.56,22.4
3029,Los Angeles,90069,-118.3875164,34.1016653,64.8,81.66,27.9,0.0,78.0,1.55,0.75,15.2
4355,Orange ,92604,-117.7840842,33.7011607,60.88,40.92,68.53,0.0,86.14,16.88,21.46,13.2
4406,Santa Clara,95123,-121.8102526,37.231546,22.34,52.61,22.71,0.0,15.82,36.43,27.53,10.5
4338,Los Angeles,91367,-118.6541956,34.177348,77.87,52.61,10.04,20.39,52.22,30.83,35.97,11.2
5625,Marin ,94903,-122.5028113,38.0055686,7.58,11.8,19.37,0.0,73.08,36.24,15.21,21.9
7575,Los Angeles,90266,-118.3876372,33.8802482,40.49,81.66,46.51,0.0,54.24,3.43,7.69,9.3
6142,Riverside ,92592,-117.0839947,33.4917233,82.1,3.92,23.61,51.59,14.85,18.02,72.77,12.8
