Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Cardiovascular Disease Pctl,Poverty
7510,San Mateo,94014,-122.4654837,37.6878686,7.58,20.16,64.92,38.95,81.75,74.67,24.74,42.2
3926,Los Angeles,90057,-118.2700929,34.0595681,53.02,92.89,97.71,0.0,77.17,24.41,2.26,92.2
4046,Sonoma ,95407,-122.7274638,38.4288774,7.58,7.76,79.59,26.52,79.23,73.97,67.32,59.9
2641,Sacramento ,95815,-121.4317532,38.5897947,64.8,40.92,52.52,0.0,49.52,97.82,88.68,56.3
7575,San Bernardino,92394,-117.3099848,34.5507774,98.18,10.74,38.27,0.0,67.08,89.83,97.27,63.6
4462,Los Angeles,90604,-118.0348881,33.9393795,53.02,81.66,47.14,0.0,50.95,66.1,84.4,36.0
8022,San Bernardino,92345,-117.2673851,34.428542,98.18,11.8,34.44,1.7,16.08,77.8,91.52,59.9
6243,Los Angeles,91766,-117.7652744,34.0305561,82.1,83.99,68.64,0.0,84.41,77.66,75.65,15.4
15295,Orange ,92782,-117.8352245,33.7049422,53.02,42.86,70.53,37.12,92.82,17.28,23.54,35.0
9678,Imperial ,92231,-115.4776657,32.6773547,73.93,94.67,78.02,0.0,19.15,58.78,93.64,42.7
7432,Orange ,92707,-117.8809246,33.7088171,53.02,52.61,37.08,48.72,72.54,40.69,31.41,50.4
7444,Contra Costa,94521,-121.9764323,37.9987014,22.34,17.81,40.47,0.0,85.46,98.07,93.77,13.2
6973,Riverside ,92504,-117.4115769,33.9653835,98.18,83.99,76.17,0.0,17.43,46.14,31.01,34.9
3827,Alameda ,94541,-122.11212,37.6685048,11.08,30.7,95.4,0.0,91.79,96.07,88.95,48.1
3149,Los Angeles,91746,-117.9641181,34.0564404,69.23,69.14,56.98,0.0,43.84,42.06,44.86,22.6
3957,Monterey ,93907,-121.6700057,36.6893565,11.08,3.92,74.32,96.81,33.11,63.63,40.41,39.2
2054,Sacramento ,95841,-121.361362,38.6476255,69.23,40.92,53.95,0.0,93.26,93.04,75.09,46.1
4718,Alameda ,94601,-122.2265557,37.7819786,7.58,30.7,92.73,0.0,22.16,94.74,62.62,70.8
5816,Orange ,92683,-117.9906948,33.765726,40.49,66.23,55.32,46.54,85.56,22.4,28.9,51.6
4357,Los Angeles,91770,-118.0948587,34.0586251,60.88,81.66,72.59,0.0,50.13,38.44,32.29,57.1
4275,Butte ,95965,-121.5606959,39.5071861,69.23,30.7,15.84,0.0,30.32,87.15,97.46,69.4
10799,San Bernardino,92337,-117.4505924,34.0547059,98.18,93.64,77.67,46.57,81.55,35.48,50.55,35.9
4191,San Joaquin,95210,-121.3141008,38.0245526,53.02,94.0,33.2,0.0,37.8,89.49,94.58,56.7
3372,Los Angeles,91306,-118.5855271,34.2026924,82.1,52.61,43.66,16.72,72.08,73.23,85.48,48.7
6769,Los Angeles,90250,-118.3568525,33.9091622,40.49,81.66,86.26,0.0,62.94,83.67,80.64,45.5
6447,Tulare ,93274,-119.3438407,36.2256444,85.21,98.6,63.77,54.81,43.29,84.03,87.05,18.2
7165,Stanislaus ,95356,-121.0456931,37.7204067,73.93,92.89,41.41,96.26,67.75,45.21,75.22,17.9
3288,Los Angeles,90804,-118.157318,33.7771513,31.84,66.23,39.44,0.0,75.57,79.59,62.42,53.2
3780,Monterey ,93901,-121.6686664,36.6783432,11.08,3.92,76.48,95.84,30.59,94.4,68.28,53.0
5447,Los Angeles,91801,-118.1189741,34.0951879,64.8,66.23,68.57,0.0,65.67,32.05,29.21,43.8
3418,Orange ,92833,-117.958868,33.8567264,53.02,66.23,69.42,0.0,99.71,53.15,43.32,37.6
3738,Los Angeles,91405,-118.4356174,34.1902993,77.87,66.23,60.05,0.0,80.44,55.54,72.77,40.0
4461,Sacramento ,95821,-121.37517,38.6342017,69.23,40.92,63.71,0.0,56.45,96.88,77.87,51.6
7478,Orange ,92801,-117.9806013,33.8358485,53.02,66.23,35.78,37.47,59.47,57.36,74.62,34.5
2991,Los Angeles,91406,-118.4700785,34.1974208,82.1,66.23,86.29,0.0,93.6,58.66,40.95,57.4
5412,Los Angeles,91331,-118.4046862,34.2761482,77.87,66.23,49.53,0.0,77.08,77.27,40.26,58.6
4489,Orange ,90631,-117.9615275,33.9346776,53.02,66.23,22.24,0.0,58.98,61.61,70.4,48.0
4123,Tulare ,93257,-119.0166966,36.070899,98.18,97.73,27.95,54.05,14.6,66.75,88.03,86.1
1368,Imperial ,92250,-115.317678,32.7712275,73.93,52.61,7.32,93.14,6.02,89.65,93.93,13.9
4016,Tulare ,93277,-119.2990915,36.302965,85.21,98.6,53.99,44.94,28.56,63.21,53.26,30.2
2376,Riverside ,91752,-117.526465,33.9705168,91.1,94.96,18.69,0.0,30.93,41.0,79.92,51.7
3690,Los Angeles,90710,-118.2937974,33.8044726,31.84,66.23,61.61,62.15,80.1,59.22,69.65,18.3
4750,Los Angeles,90020,-118.311582,34.0671467,60.88,92.89,85.3,0.0,82.8,43.11,11.82,53.3
4114,Los Angeles,90042,-118.1892861,34.1199723,64.8,81.66,56.15,0.0,63.74,59.84,56.5,47.8
6842,Alameda ,94577,-122.1551539,37.7226922,7.58,30.7,89.38,0.0,12.34,81.95,72.77,39.5
5842,San Joaquin,95210,-121.287041,38.0327016,60.88,92.9,42.34,0.0,31.12,75.36,76.75,66.2
5474,Kern ,93560,-118.5950157,34.9750857,98.18,30.73,5.55,83.52,22.35,55.57,95.96,20.4
6365,Riverside ,92553,-117.2132757,33.9283078,98.18,92.89,39.24,0.0,71.93,73.16,73.64,50.4
5004,Los Angeles,90605,-118.0407064,33.9281744,53.02,81.66,59.64,0.0,31.62,56.8,70.19,39.5
4141,San Bernardino,92376,-117.39214,34.0886323,98.18,92.89,53.76,0.0,18.27,76.1,90.45,36.0
8895,Fresno ,93657,-119.5717189,36.7191064,98.18,97.22,36.04,93.04,7.34,80.2,70.1,42.8
7114,Tulare ,93257,-119.0478137,36.0667198,98.18,97.73,19.33,73.61,16.99,66.75,88.03,57.1
3066,Sacramento ,95825,-121.4107461,38.5926289,64.8,40.92,52.03,0.0,55.07,92.31,55.55,65.1
3762,Los Angeles,90241,-118.1289738,33.9420607,53.02,81.66,51.43,0.0,67.63,63.53,80.25,40.4
7251,Ventura ,93041,-119.1940323,34.145655,40.49,40.92,87.18,0.0,10.98,56.86,56.26,25.4
7366,San Diego,92173,-117.0496159,32.5641527,16.94,94.96,43.14,0.0,61.34,68.89,69.98,61.2
2567,Los Angeles,91401,-118.423608,34.1884912,77.87,69.14,65.77,0.0,83.47,61.73,93.26,52.4
4999,Orange ,92865,-117.8434316,33.8225982,60.88,66.23,66.98,9.56,54.53,36.28,38.84,29.2
2795,Kern ,93308,-119.0832776,35.3924388,91.1,99.64,66.61,0.0,52.27,85.72,87.2,28.6
4877,San Bernardino,92345,-117.2683614,34.4540611,98.18,10.74,48.33,0.0,44.79,77.12,91.06,47.6
4358,Los Angeles,90019,-118.3348919,34.0434012,60.88,92.89,84.87,0.0,58.53,71.28,50.41,59.7
4584,Riverside ,92506,-117.3909919,33.9549035,98.18,81.66,86.01,16.79,82.0,53.47,48.78,42.7
2911,Riverside ,92545,-116.9935262,33.7583074,91.1,30.7,43.66,51.8,22.28,47.56,71.05,48.8
7743,Riverside ,92545,-117.0203384,33.7539134,91.1,32.61,36.96,66.41,35.23,54.91,89.2,42.0
4707,Los Angeles,91331,-118.4424803,34.2547197,82.1,66.23,57.26,0.0,93.09,75.23,36.33,56.5
5256,Fresno ,93722,-119.8893898,36.7936161,85.21,97.22,94.06,30.54,1.67,82.93,73.56,36.1
4108,Los Angeles,90706,-118.1382741,33.8838461,40.49,81.66,66.02,0.0,86.1,84.58,83.85,32.9
4074,Los Angeles,91755,-118.1149064,34.0369447,60.88,81.66,73.15,29.02,96.5,11.58,5.05,40.0
4028,Los Angeles,91343,-118.4621485,34.233678,82.1,66.23,57.45,0.0,67.26,80.5,53.53,70.4
5799,Los Angeles,91745,-118.0024823,34.0145909,60.88,81.66,40.58,49.9,95.11,51.64,73.56,20.7
6608,Los Angeles,91776,-118.0815165,34.0980685,64.8,66.23,67.8,67.49,70.16,17.6,26.7,38.3
5620,Riverside ,92507,-117.3297749,33.9590764,98.18,83.99,65.08,20.53,74.38,66.11,57.03,42.4
7416,Tulare ,93292,-119.2108517,36.4202175,85.21,95.13,12.99,91.07,3.06,41.14,54.0,72.0
4646,San Bernardino,91730,-117.6080465,34.1030228,98.18,92.89,42.02,28.57,48.92,56.25,89.49,39.2
8370,Sacramento ,95838,-121.460413,38.6484319,60.88,40.92,50.63,0.0,79.65,94.03,98.83,50.7
4217,San Benito,95023,-121.4226918,36.8617345,25.87,2.32,42.14,92.59,29.84,69.06,86.21,33.8
2711,Los Angeles,90230,-118.4066251,33.9864759,53.02,81.66,83.12,0.0,88.12,32.79,31.12,23.4
3353,Riverside ,92879,-117.5555915,33.8928291,85.21,93.64,93.71,0.0,75.72,24.11,64.97,31.7
2794,Alameda ,94710,-122.2936857,37.8645164,7.58,30.7,89.15,0.0,32.66,86.15,38.5,42.3
2722,Fresno ,93234,-120.0943201,36.1460009,85.21,95.16,11.67,97.3,18.75,69.77,92.13,75.2
6034,Nevada ,95945,-121.0671814,39.2334936,82.1,3.92,18.1,49.41,27.43,81.91,79.59,47.2
7739,San Bernardino,92336,-117.5015528,34.1223865,98.18,92.89,90.26,0.0,78.61,31.68,62.81,15.5
5880,Riverside ,92274,-116.1520684,33.6448,91.1,17.81,15.99,94.67,6.92,32.33,40.95,64.3
3047,Los Angeles,90012,-118.2448177,34.0612027,53.02,92.89,97.97,0.0,92.35,23.46,10.47,57.4
3328,Los Angeles,91767,-117.7311684,34.071705,82.1,92.89,81.36,0.0,14.68,86.95,72.06,41.2
5109,San Bernardino,92335,-117.4055556,34.0975427,98.18,92.89,44.88,0.0,32.39,50.88,53.86,51.1
6827,Sonoma ,95401,-122.7327641,38.4410975,7.58,7.76,79.13,0.0,75.1,76.95,75.07,53.5
3306,Fresno ,93723,-119.9948664,36.795996,85.21,95.13,23.12,92.8,2.87,35.57,64.51,54.7
6724,Alameda ,94541,-122.1097202,37.6603503,11.08,30.7,95.4,0.0,89.67,94.46,84.64,47.3
4175,Los Angeles,91342,-118.373946,34.2902413,77.87,66.23,57.39,36.6,69.91,73.93,53.26,33.5
3442,Los Angeles,90032,-118.1878082,34.0882239,60.88,83.99,36.9,0.0,39.24,73.66,67.04,58.8
6186,Los Angeles,90670,-118.0891681,33.9409904,53.02,81.66,80.24,0.0,96.11,57.8,81.4,27.5
4732,Monterey ,93907,-121.6959506,36.7324097,11.08,3.92,17.93,99.38,45.41,80.93,65.33,49.9
4083,Los Angeles,91403,-118.4585185,34.1616765,73.93,66.23,77.34,0.0,98.71,32.58,85.4,18.8
5828,Los Angeles,91767,-117.7430957,34.1006379,85.21,83.99,58.23,6.54,29.74,71.66,46.86,39.8
10495,San Bernardino,92395,-117.2949039,34.485449,98.18,10.74,49.4,0.0,61.91,93.08,91.04,60.7
7666,Los Angeles,90242,-118.1381271,33.924571,40.49,81.66,58.73,0.0,46.85,62.72,71.5,33.1
4295,Stanislaus ,95356,-121.0036408,37.7001655,73.93,92.89,40.11,74.52,50.03,48.95,46.38,41.3
5543,Los Angeles,91306,-118.5626938,34.2272273,85.21,52.61,48.7,0.0,75.51,53.35,50.8,23.8
6680,Merced ,93635,-120.8635711,37.0495952,69.23,94.1,31.51,65.1,25.87,95.85,98.93,33.0
2913,Los Angeles,91750,-117.7806216,34.1095896,85.21,69.14,59.15,68.21,65.07,37.23,58.86,26.0
6126,Tulare ,93274,-119.3587288,36.2183676,85.21,98.6,42.04,0.0,10.55,84.03,87.05,73.6
6814,Los Angeles,90280,-118.2075235,33.9408573,40.49,81.66,61.36,0.0,59.03,50.37,86.49,56.0
5947,Los Angeles,91748,-117.9080818,33.9988356,64.8,69.14,35.69,0.0,87.97,28.3,33.65,50.4
3828,Los Angeles,90247,-118.3062127,33.8840986,40.49,81.66,68.55,0.0,69.04,80.33,65.63,35.2
4727,Los Angeles,90715,-118.0652797,33.8445898,40.49,66.23,37.45,0.0,24.46,86.75,90.45,29.9
4105,Los Angeles,90650,-118.0951779,33.9123664,53.02,81.66,79.99,0.0,29.43,72.41,94.38,39.6
4111,Yuba ,95961,-121.5535692,39.1003669,60.88,30.7,24.18,65.17,32.47,48.51,93.95,62.9
4218,Los Angeles,91803,-118.1390208,34.0802793,64.8,69.14,69.12,0.0,66.35,30.59,24.06,47.4
2890,Riverside ,92544,-116.9504264,33.751115,98.18,11.8,34.16,42.49,56.77,58.33,85.85,65.6
4206,Alameda ,94608,-122.2723135,37.8417578,7.58,30.7,94.23,0.0,45.91,98.32,46.0,50.5
7021,Los Angeles,91010,-117.9554107,34.1393519,73.93,66.23,33.24,0.0,89.57,65.22,60.88,36.0
10039,San Bernardino,92373,-117.2307072,34.0226242,100.0,83.99,18.79,61.74,23.12,53.32,56.84,17.1
3555,Solano ,94590,-122.2497147,38.111521,16.94,17.81,35.25,0.0,24.61,99.8,98.03,68.1
4140,San Francisco,94134,-122.4069033,37.7111894,7.58,30.7,91.2,0.0,14.98,58.01,30.37,39.5
5281,Kings ,93245,-119.778526,36.3207094,91.1,97.9,27.31,66.31,11.34,84.1,81.06,45.7
4475,Fresno ,93722,-119.8992769,36.8306861,85.21,95.27,65.0,0.0,40.89,90.44,85.34,23.2
4550,Sacramento ,95825,-121.4083506,38.6033897,64.8,40.92,52.03,0.0,58.2,96.86,74.84,67.7
3550,San Diego,92020,-116.9593301,32.796887,53.02,66.23,57.54,0.0,30.37,54.07,49.96,68.9
8346,Orange ,92704,-117.8955125,33.730917,53.02,52.61,37.08,0.0,78.73,49.82,52.51,61.1
1029,Los Angeles,93535,-117.7517043,34.6825868,98.18,4.73,1.38,83.21,0.26,94.45,94.58,71.3
3182,San Bernardino,92373,-117.1894607,34.0555603,100.0,81.66,88.16,25.38,26.64,45.29,85.76,47.5
2126,Los Angeles,91791,-117.8997854,34.0696708,77.87,66.23,58.49,0.0,96.73,41.94,50.55,24.0
3475,Los Angeles,90715,-118.089263,33.8352186,40.49,66.23,38.34,46.47,90.65,47.08,35.81,34.1
6834,Alameda ,94579,-122.1574574,37.6985801,7.58,30.7,91.56,0.0,98.77,75.94,76.61,28.2
3403,Riverside ,92590,-117.2137708,33.4881171,77.87,8.67,22.76,31.02,71.5,27.35,69.08,33.2
2355,Los Angeles,91702,-117.9220312,34.1109251,73.93,66.23,63.56,0.0,51.57,48.06,29.06,42.5
4154,San Mateo,94014,-122.4157229,37.704444,7.58,30.7,79.89,0.0,19.73,58.52,12.54,34.2
4063,Los Angeles,90640,-118.1344535,34.0298138,53.02,81.66,88.76,0.0,81.43,52.74,67.87,27.7
4283,Los Angeles,90255,-118.2147845,33.9682908,53.02,81.66,72.18,0.0,76.81,68.18,82.93,49.1
6015,Orange ,92704,-117.9165225,33.7043732,40.49,52.61,42.55,52.32,53.72,50.03,52.94,37.0
2039,Los Angeles,90805,-118.1813827,33.8498715,31.84,66.23,64.37,0.0,34.55,81.09,64.19,85.9
5338,Riverside ,92585,-117.1666928,33.7592819,98.18,69.14,19.17,65.82,52.3,39.32,65.63,54.3
6166,Sacramento ,95815,-121.4409218,38.6251651,64.8,40.92,45.87,0.0,27.97,96.9,96.22,74.3
2645,Los Angeles,91356,-118.537583,34.1696955,82.1,52.61,60.72,0.0,98.07,61.06,66.7,34.4
6991,Los Angeles,90701,-118.0792349,33.8612643,40.49,66.23,67.36,50.0,50.24,31.64,62.16,29.9
3003,Ventura ,93036,-119.1371739,34.2329791,40.49,40.92,38.0,99.93,72.16,38.25,34.06,71.6
4462,Los Angeles,91356,-118.5581266,34.1781538,82.1,52.61,79.44,75.69,98.43,52.97,58.01,28.8
6439,Los Angeles,91010,-117.995471,34.1233883,73.93,66.23,58.05,41.83,33.69,28.53,19.69,34.9
4037,Los Angeles,90249,-118.3223468,33.8893924,40.49,81.66,68.72,0.0,67.87,84.64,72.27,29.6
4217,Marin ,94901,-122.4936362,37.9562458,7.58,11.8,46.33,0.0,77.67,42.5,34.06,59.2
4575,San Bernardino,92324,-117.3615997,34.0814164,98.18,92.89,67.14,0.0,37.75,68.64,77.73,45.2
6866,Los Angeles,91755,-118.1143942,34.0509646,60.88,81.66,71.81,28.36,52.93,16.49,8.37,26.6
4512,Santa Clara,95111,-121.8303183,37.2867501,22.34,52.61,72.23,0.0,46.87,61.73,66.92,40.1
3206,Los Angeles,91803,-118.139349,34.0736606,60.88,69.14,69.45,0.0,94.67,35.11,30.27,46.7
2807,Alameda ,94608,-122.2946582,37.8400768,7.58,30.7,89.15,0.0,97.94,99.14,54.98,24.6
4399,Los Angeles,90802,-118.1799258,33.7665662,31.84,66.23,99.99,0.0,43.1,86.72,66.49,28.0
4940,Los Angeles,91402,-118.4412802,34.2278369,77.87,66.23,56.18,0.0,82.1,87.71,69.14,32.5
4107,Los Angeles,90805,-118.1870723,33.8499458,31.84,66.23,65.82,0.0,34.82,79.57,60.88,57.6
3554,Sacramento ,95758,-121.4080911,38.4299065,60.88,40.92,45.46,0.0,69.61,63.81,79.83,45.4
5513,San Bernardino,92377,-117.3931048,34.1440395,98.18,92.89,47.64,0.0,7.68,67.87,75.76,31.7
4114,Los Angeles,91606,-118.4095169,34.1848596,77.87,81.66,79.75,0.0,79.67,56.48,67.87,30.4
5630,San Joaquin,95207,-121.3447729,38.0092936,53.02,94.0,30.58,0.0,82.94,88.7,75.07,39.5
3077,Tulare ,93257,-119.0322513,36.0713873,98.18,97.73,27.99,0.0,22.22,66.75,88.03,58.1
9053,Orange ,92704,-117.9084412,33.7358623,53.02,52.61,41.08,0.0,64.56,44.6,43.47,43.8
3005,Sacramento ,95816,-121.4745179,38.5684782,53.02,40.92,85.89,0.0,65.05,59.42,85.94,39.9
3847,Fresno ,93612,-119.7214645,36.8302984,98.18,97.22,78.54,78.43,43.2,93.4,76.36,40.1
7298,San Diego,92154,-117.0885683,32.5703957,22.34,94.67,27.07,52.08,73.59,61.26,51.71,45.6
5908,Stanislaus ,95361,-120.8727188,37.7667839,73.93,92.89,24.48,79.88,53.14,61.85,97.59,28.0
2027,Riverside ,92225,-114.609989,33.6137829,40.49,42.89,25.26,80.09,14.79,89.35,97.94,69.7
3383,Sacramento ,95817,-121.4711099,38.54761,60.88,40.92,74.3,0.0,88.81,94.66,82.02,55.8
4667,Los Angeles,91304,-118.5939793,34.2257746,82.1,52.61,48.82,0.0,73.63,47.18,33.65,43.5
4520,Los Angeles,90043,-118.3463239,33.9852423,53.02,81.66,60.22,0.0,76.25,90.25,37.28,20.1
5863,Los Angeles,90250,-118.3481533,33.906025,40.49,81.66,86.26,0.0,68.64,83.89,80.99,44.5
2370,Los Angeles,90280,-118.2152045,33.9432105,40.49,81.66,76.19,0.0,63.8,22.53,30.66,70.9
4828,Los Angeles,91744,-117.958718,34.0454982,69.23,69.14,56.98,0.0,46.3,77.51,80.99,43.7
2099,San Francisco,94110,-122.4062322,37.7589152,7.58,30.7,99.29,0.0,96.3,65.27,34.58,49.1
5232,Monterey ,95039,-121.7572058,36.8334157,16.94,3.92,7.84,98.44,23.14,67.37,36.19,44.8
2429,San Mateo,94063,-122.2304268,37.4894625,11.08,40.92,52.99,16.97,76.07,79.8,25.5,42.5
4619,Kings ,93212,-119.5738328,36.1028669,91.1,98.6,27.21,65.34,5.74,86.09,86.45,62.4
4163,Los Angeles,90015,-118.2601678,34.0405276,53.02,92.89,97.06,0.0,46.16,84.13,56.26,37.4
4178,Los Angeles,90710,-118.3043149,33.7926172,31.84,66.23,59.03,0.0,70.3,44.06,40.26,44.3
6266,Orange ,92627,-117.9275368,33.648434,40.49,52.61,51.19,0.0,60.2,49.82,35.81,68.7
4150,Riverside ,92557,-117.2527895,33.9502452,98.18,92.89,46.61,0.0,58.49,68.61,72.19,34.3
8071,Merced ,95324,-120.8953613,37.3998708,82.1,92.89,24.92,92.11,21.48,46.73,88.75,35.6
4191,Los Angeles,90305,-118.3335012,33.9497147,53.02,81.66,55.06,0.0,68.29,90.64,44.27,35.7
1152,Los Angeles,90810,-118.2108384,33.8248551,31.84,66.23,64.37,64.65,96.89,63.43,38.42,46.6
1688,San Bernardino,92332,-114.8402003,34.5022634,77.87,12.09,4.04,0.0,2.98,99.99,65.95,57.5
6109,Los Angeles,91311,-118.5830621,34.2335792,82.1,52.61,60.5,0.0,77.65,34.72,22.68,48.8
5004,Orange ,92841,-117.9799113,33.7957662,53.02,66.23,32.06,0.0,63.33,52.5,64.03,39.6
4665,San Francisco,94134,-122.4057589,37.7281305,7.58,30.7,99.23,0.0,90.7,67.65,45.82,39.5
3379,Los Angeles,91504,-118.3354064,34.2026771,77.87,81.66,74.05,0.0,77.88,38.61,32.08,20.7
6785,San Bernardino,91710,-117.7068103,34.0262054,85.21,92.89,80.34,0.0,89.17,57.2,92.44,31.9
3480,Riverside ,92860,-117.5494884,33.9244565,91.1,94.67,28.45,55.51,71.68,35.84,85.34,25.1
7308,Kern ,93280,-119.3476988,35.5937099,91.1,99.64,23.32,69.22,19.08,38.77,68.83,56.6
5289,Los Angeles,93534,-118.14081,34.6819687,91.1,7.76,27.02,0.0,60.43,98.93,98.93,55.4
4987,Los Angeles,91331,-118.4353682,34.2378874,82.1,66.23,56.64,0.0,65.53,78.43,41.09,39.8
3482,Los Angeles,91770,-118.0599559,34.0786952,64.8,66.23,63.42,28.01,96.32,32.35,24.2,40.1
2235,Los Angeles,90029,-118.2823148,34.0887786,60.88,92.89,84.29,0.0,50.67,40.21,20.56,39.1
5194,Los Angeles,90020,-118.2877775,34.0652365,53.02,92.89,97.71,0.0,80.79,21.09,2.08,47.5
3672,Los Angeles,91335,-118.5469513,34.1911391,85.21,52.61,48.5,0.0,80.3,82.67,83.38,43.6
3531,Butte ,95965,-121.5601305,39.477074,69.23,20.16,14.54,0.0,12.51,87.89,92.36,69.3
6516,Riverside ,92505,-117.4898954,33.913354,91.1,93.64,34.46,0.0,24.4,67.77,86.06,23.9
6819,Orange ,92704,-117.8902708,33.7212817,53.02,52.61,37.08,0.0,64.91,44.83,43.75,53.2
2866,Stanislaus ,95355,-120.9154999,37.6679063,73.93,92.89,23.4,92.56,22.02,54.33,73.27,41.9
2853,Los Angeles,91342,-118.4606541,34.2892618,82.1,66.23,73.13,0.0,97.14,68.27,42.31,26.2
3933,Contra Costa,94509,-121.8278001,38.0037019,25.87,17.81,57.32,0.0,73.76,99.61,95.72,76.1
4828,Los Angeles,91324,-118.5376549,34.2332349,85.21,52.61,40.65,0.0,83.24,49.43,53.43,32.7
4181,San Bernardino,92404,-117.2349381,34.1249384,100.0,81.66,45.82,0.52,23.02,61.49,41.94,65.9
4963,San Mateo,94063,-122.2044816,37.4797497,11.08,40.92,43.37,32.34,11.76,81.05,26.94,55.2
2656,Los Angeles,90026,-118.2719463,34.0695316,53.02,92.89,97.71,0.0,70.42,46.93,25.0,35.5
2538,Yolo ,95691,-121.5229093,38.5728417,53.02,40.92,80.83,0.0,59.64,70.3,73.79,41.8
4093,San Francisco,94124,-122.3958269,37.7326723,7.58,30.7,99.23,0.0,27.01,97.97,69.26,22.9
7636,Glenn ,95988,-122.2104734,39.5223177,60.88,30.7,18.17,72.89,7.06,69.8,88.31,43.9
5015,Sacramento ,95822,-121.4785228,38.5066191,60.88,40.92,45.13,0.0,43.38,89.23,64.07,70.6
3196,Los Angeles,90404,-118.4722531,34.032337,53.02,81.66,76.96,9.97,72.82,65.98,32.53,21.4
5413,Los Angeles,90605,-118.0409409,33.9459765,53.02,81.66,55.86,0.0,37.42,78.97,92.71,20.0
10725,San Bernardino,92336,-117.4711132,34.1139657,98.18,92.89,61.39,0.0,34.14,40.13,72.77,19.6
3461,Los Angeles,91335,-118.5281458,34.1831957,85.21,52.61,60.72,0.0,75.62,60.22,50.95,32.0
1483,Contra Costa,94553,-122.1389042,38.0223177,16.94,17.81,78.87,0.0,2.82,84.38,64.84,47.3
6246,Orange ,92804,-117.9632386,33.8104078,53.02,66.23,33.55,0.0,72.52,71.19,80.64,43.1
4694,San Joaquin,95376,-121.4304794,37.7468443,73.93,52.61,62.39,0.0,27.7,95.65,87.38,47.4
3102,San Diego,92071,-116.9721473,32.835197,40.49,66.23,68.36,0.0,53.94,40.07,50.41,37.6
2865,Los Angeles,90005,-118.2981624,34.0561038,60.88,92.89,85.3,0.0,,25.83,13.1,71.2
1151,Alameda ,94607,-122.2799541,37.8042711,7.58,30.7,98.92,0.0,54.73,96.1,9.04,66.5
8072,San Joaquin,95240,-121.2646161,38.0822443,60.88,81.74,24.07,83.24,45.23,42.24,57.1,27.8
3221,Los Angeles,90020,-118.3066067,34.0671619,60.88,92.89,85.3,0.0,83.63,47.7,16.21,50.3
4044,San Francisco,94134,-122.4112834,37.7135251,7.58,30.7,89.16,0.0,5.56,67.72,45.82,39.0
4433,San Mateo,94303,-122.1324808,37.4770584,11.08,40.92,69.68,0.0,49.73,51.99,16.1,43.9
5467,Madera ,93638,-120.0643287,36.9796339,91.1,81.66,48.05,0.0,14.95,95.57,95.45,73.7
3968,Merced ,95348,-120.477943,37.3183669,82.1,92.89,73.4,2.84,28.89,87.79,90.49,59.9
5395,San Francisco,94107,-122.3974733,37.7550917,7.58,30.7,99.25,0.0,95.45,57.2,42.05,28.3
7533,Sacramento ,95834,-121.4898006,38.6327983,60.88,40.92,61.48,0.0,87.54,59.54,42.55,56.4
3726,Riverside ,92567,-117.081948,33.8262813,98.18,54.48,8.66,72.2,28.42,51.12,89.03,33.8
2963,Los Angeles,90066,-118.4325909,33.9954427,53.02,81.66,81.63,0.0,71.01,27.68,25.73,37.0
3655,Riverside ,92505,-117.4972884,33.9304797,91.1,94.67,26.8,0.0,12.76,67.77,86.06,48.8
2363,Orange ,92870,-117.8706075,33.8654909,60.88,66.23,76.95,0.0,95.89,41.4,46.1,16.1
4973,Los Angeles,91790,-117.9318958,34.0542813,73.93,66.23,63.43,0.0,40.46,39.3,37.53,37.4
6387,Orange ,92703,-117.912077,33.7526801,53.02,54.48,48.03,8.31,66.59,57.32,63.21,62.8
3464,Los Angeles,91801,-118.1536066,34.0909207,64.8,69.14,69.12,0.0,56.42,26.14,18.75,34.7
4476,Ventura ,93033,-119.1511429,34.1859635,40.49,40.92,38.46,100.0,31.63,30.59,27.85,41.1
3910,Alameda ,94606,-122.2357701,37.787786,7.58,30.7,94.86,0.0,7.43,91.2,38.5,67.5
3751,Los Angeles,91335,-118.5476933,34.2035942,85.21,52.61,36.5,0.0,64.29,82.67,83.38,39.5
3096,Los Angeles,90027,-118.2884331,34.1126008,64.8,92.89,79.79,0.0,86.98,58.95,84.37,26.5
4922,Los Angeles,91306,-118.5666433,34.2143034,82.1,52.61,43.66,0.0,74.02,61.13,67.78,44.1
3848,Los Angeles,90031,-118.2003961,34.0941911,60.88,83.99,46.86,0.0,87.24,36.19,11.76,42.0
3323,Los Angeles,90032,-118.1739007,34.0851726,60.88,81.66,36.9,0.0,55.95,75.59,70.91,68.3
5445,San Diego,91910,-117.0878962,32.6430592,25.87,66.23,49.18,0.0,33.7,65.94,52.51,52.9
6482,Contra Costa,94565,-121.9812128,38.0467432,22.34,17.81,15.89,0.0,14.74,98.83,97.03,48.1
3329,Riverside ,91752,-117.5145711,33.9827133,91.1,95.13,35.02,0.0,14.73,46.78,87.71,52.8
8725,Orange ,92804,-118.0065042,33.8246115,53.02,66.23,36.32,0.0,49.78,71.19,80.64,59.5
4004,Kern ,93203,-118.83337,35.2236273,98.18,97.73,13.29,97.78,9.06,24.98,30.84,62.6
