Total Population,California County,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty
3158,Los Angeles,0.0,73.21,84.81,0.0,90.55,35.96,25.00886839
4485,Contra Costa,0.0,18.74,48.86,0.0,88.25,96.17,20.60495331
6153,Sacramento ,67.68,31.16,66.71,0.0,71.72,64.0,25.47030918
3123,Los Angeles,57.62,67.28,92.75,0.0,88.87,26.93,18.5267239
3907,Ventura ,35.03,47.09,46.25,0.0,86.02,16.14,36.25118934
7280,Alameda ,0.0,32.39,68.42,49.95,72.85,63.96,18.0223726
7272,San Bernardino,83.68,48.55,3.9,0.0,10.34,55.38,43.00328827
4808,Sacramento ,70.83,40.75,29.12,0.0,27.79,86.0,32.79384989
2428,Los Angeles,33.74,74.82,70.45,0.0,58.05,17.84,22.93333333
3984,San Diego,13.7,26.11,29.73,0.0,53.01,40.5,56.29238885
1471,Kern ,63.8,66.24,3.36,0.0,5.53,23.55,48.41972187
3989,Alameda ,0.0,26.18,83.36,0.0,59.95,91.72,17.26583517
4795,San Diego,21.4,59.11,61.52,0.0,68.09,42.3,35.04864865
3613,Los Angeles,21.24,69.32,68.7,0.0,43.84,22.96,19.08713693
7589,San Diego,42.93,34.21,1.78,32.98,12.16,29.69,40.38613705
5733,Santa Clara,10.2,36.13,78.54,0.0,95.7,34.59,33.52412101
3399,Los Angeles,14.91,66.49,46.15,0.0,86.09,42.6,17.61565836
3478,Monterey ,0.0,2.86,16.08,98.51,18.8,75.59,24.0297275
6223,Orange ,0.0,36.93,33.4,0.0,65.95,17.19,22.06380324
2176,Kern ,79.91,99.69,77.01,0.0,64.4,31.4,35.89274832
6249,Ventura ,0.0,35.73,55.93,99.24,32.32,81.3,26.91858769
7723,Contra Costa,31.4,27.35,19.94,0.0,44.64,98.62,24.07619048
4157,Los Angeles,51.61,61.03,56.75,0.0,87.95,15.35,16.98340149
4866,Sacramento ,73.89,42.3,46.97,0.0,79.52,61.96,43.69482976
4440,San Diego,,,1.48,20.46,2.44,16.91,47.28734092
6099,San Benito,0.0,5.87,22.3,75.46,7.66,68.25,37.30945686
4760,Plumas ,,50.97,1.26,0.0,0.54,88.47,42.49739854
4251,Sonoma ,0.0,1.65,22.91,52.37,85.31,50.65,30.72829132
6765,San Diego,32.78,12.8,14.1,55.4,28.9,20.46,42.29101241
4506,Contra Costa,0.0,17.79,83.17,0.0,22.49,97.79,44.65747953
4113,Solano ,27.06,19.02,46.42,0.0,80.92,96.52,27.79479326
7863,Los Angeles,63.0,78.12,36.98,0.0,74.98,11.41,21.88346883
6463,Santa Clara,16.08,40.07,55.2,0.0,44.88,59.29,43.19187285
4533,San Diego,19.08,57.59,84.61,0.0,93.83,17.35,23.70418564
4572,Butte ,35.35,48.19,22.02,90.34,7.76,33.08,58.65561694
8316,San Bernardino,99.15,47.38,38.45,46.93,72.16,29.45,8.982933579
3000,Los Angeles,1.71,63.13,93.4,28.86,69.8,37.47,16.25465628
5711,Los Angeles,90.14,94.25,62.28,0.0,28.83,32.34,16.92428096
5235,San Bernardino,92.28,48.74,9.64,0.0,9.06,83.98,57.19304734
4716,Sonoma ,0.0,4.08,54.11,64.36,27.84,89.47,35.46816479
4523,Orange ,51.14,87.2,24.56,0.0,44.89,38.57,25.18842694
2387,Riverside ,88.99,80.53,23.35,69.91,73.08,57.5,14.97405486
2856,Napa ,5.32,11.28,33.98,10.36,33.75,53.82,48.13195548
6277,San Diego,12.1,58.01,48.23,0.0,22.56,82.87,35.96193066
5317,Orange ,26.24,62.89,33.26,0.0,28.95,45.69,22.58802012
5065,Solano ,26.11,18.4,43.41,0.0,97.53,94.36,23.48186981
4912,Sacramento ,77.93,38.23,32.91,0.0,85.49,61.78,11.01617888
3880,Santa Clara,3.07,37.66,65.59,0.0,38.04,23.03,42.41106719
11454,Monterey ,6.94,0.82,4.76,84.22,15.75,13.53,44.63559009
4330,Ventura ,0.0,32.07,61.53,81.87,81.18,63.0,21.24352332
6696,Alameda ,0.0,33.14,65.48,0.0,72.17,63.96,27.75490817
3323,Alameda ,0.0,24.11,47.32,0.0,54.46,99.34,65.11295396
7606,Riverside ,75.47,11.72,53.27,0.0,90.07,25.85,33.60814118
5421,Sonoma ,0.0,1.17,8.66,82.53,52.59,39.04,32.39409985
4825,Sacramento ,67.17,40.03,46.4,0.0,28.03,84.25,32.02416918
5156,Butte ,52.44,46.98,6.81,25.71,28.22,76.92,29.41878981
6966,Sutter ,37.05,11.37,36.16,91.23,10.47,20.77,31.93768257
2762,Riverside ,80.28,8.22,23.08,0.0,60.71,22.86,56.40794224
5784,San Joaquin,54.9,42.69,21.05,68.62,19.17,95.07,19.81311646
4971,Los Angeles,44.54,74.26,64.51,0.0,62.49,12.32,26.90754945
4031,Orange ,0.0,50.55,31.15,62.94,65.77,21.5,14.0896839
7624,Contra Costa,39.09,31.24,19.05,55.03,59.22,69.28,20.41919325
4771,San Diego,21.62,59.09,51.69,22.48,95.22,70.18,23.30076004
3251,San Bernardino,95.68,0.81,3.42,0.0,47.46,77.46,50.6501182
6143,Los Angeles,74.83,62.0,35.17,8.9,70.97,39.03,30.54698457
3363,Los Angeles,74.3,62.59,46.77,0.0,10.61,48.28,41.43846915
3480,Fresno ,83.99,95.57,55.28,0.0,17.58,76.64,26.4516129
4540,Alameda ,0.0,29.15,69.16,0.0,95.67,94.0,26.57424812
4221,Los Angeles,0.0,63.0,64.26,0.0,46.95,41.45,20.08537407
2779,Los Angeles,60.65,66.54,92.23,0.0,42.55,39.5,31.55232374
6050,Los Angeles,0.0,67.25,39.57,77.52,68.16,11.92,16.10898662
3151,Sacramento ,73.12,35.79,39.85,0.0,77.71,32.14,40.80026238
5481,Sacramento ,70.7,39.0,34.59,0.0,42.29,84.71,38.74728007
3342,San Mateo,0.0,23.09,62.23,0.0,94.96,30.91,28.86657102
4018,San Bernardino,76.75,28.73,22.96,0.0,39.17,92.48,28.58871944
4696,Alameda ,0.0,24.38,73.05,0.0,40.2,99.61,56.23987034
2928,Los Angeles,68.87,73.85,90.9,0.0,89.35,34.56,49.36427209
6045,Lake ,0.0,0.39,7.49,81.43,3.33,46.43,46.65900509
5379,Los Angeles,32.54,73.29,83.34,54.8,41.7,16.7,27.93563848
3068,San Diego,18.87,58.19,77.16,0.0,98.38,51.19,64.55962916
2392,Madera ,68.48,50.29,1.98,37.1,3.19,30.52,24.73771397
3625,Santa Clara,18.11,33.41,61.4,0.0,77.75,16.34,22.12189616
2917,Los Angeles,31.07,75.01,84.29,0.0,85.71,14.81,19.29885456
2828,Los Angeles,77.99,51.79,52.7,38.53,73.03,25.01,18.29309759
8694,San Diego,32.09,43.14,21.54,39.82,81.09,6.56,25.12403002
4991,Riverside ,80.84,19.36,28.37,0.0,89.95,33.2,20.44470681
4000,Sacramento ,67.25,33.21,60.87,0.0,66.67,64.05,28.02184165
2543,Los Angeles,58.37,76.08,67.22,0.0,13.88,66.56,33.10510099
8666,San Diego,45.74,60.61,48.61,37.46,70.0,43.71,27.00498414
3483,Los Angeles,60.99,75.21,30.23,0.0,12.92,49.28,32.52225519
3626,Sacramento ,46.43,34.74,56.48,49.35,92.08,84.87,29.66906475
8755,San Mateo,0.0,21.05,7.36,82.73,68.87,29.05,18.77855254
2982,Los Angeles,81.36,54.62,58.75,0.0,75.45,46.63,19.61158867
6055,Colusa ,0.0,2.91,4.31,76.62,10.98,48.67,41.2108072
2805,Alameda ,0.0,25.54,41.91,0.0,77.9,99.0,21.7611336
4134,Los Angeles,25.56,76.21,88.75,0.0,99.48,28.71,37.45351127
4101,Orange ,5.72,52.63,50.72,0.0,69.61,39.27,31.88476563
5160,Los Angeles,75.2,93.0,82.76,0.0,98.78,10.27,17.69261319
4801,Butte ,38.02,48.38,23.49,70.28,26.54,33.1,61.58730159
5473,Los Angeles,74.73,52.13,64.8,0.0,40.41,26.69,35.90839173
3781,Lassen ,,39.65,1.73,39.19,4.68,38.08,34.4488189
4642,Sacramento ,51.43,46.51,24.24,54.6,46.49,52.56,20.52216151
4274,Orange ,6.66,52.51,56.75,52.27,98.77,36.32,27.43362832
5093,Riverside ,85.74,18.48,20.98,0.0,82.52,32.06,33.46456693
4932,San Diego,12.35,55.89,68.09,0.0,16.8,63.42,37.63871202
3017,Riverside ,95.4,71.02,36.25,0.0,39.29,62.4,15.69210439
1277,Los Angeles,4.03,62.31,96.88,0.0,73.86,24.11,
3957,Los Angeles,72.45,79.29,35.65,0.0,85.87,5.96,17.48721228
8355,Tuolumne ,65.91,11.71,4.28,11.69,4.69,71.19,40.74402126
4088,Solano ,28.75,18.29,50.93,0.0,97.97,52.75,28.75357793
5715,San Diego,17.24,27.18,33.61,38.33,37.65,29.84,66.79216867
3054,San Joaquin,41.81,44.03,36.95,0.0,84.81,64.2,23.28438717
7098,Solano ,30.38,16.62,36.67,65.06,11.99,68.72,30.99269846
2497,Los Angeles,21.91,63.43,3.42,34.57,65.47,0.81,16.35955056
2926,Los Angeles,56.69,90.03,12.2,0.0,74.15,22.61,18.99460189
5729,San Bernardino,86.34,50.93,6.06,6.64,14.13,65.26,29.02678235
3929,Mariposa ,64.7,25.2,0.29,9.56,1.21,58.01,42.7439191
5573,Sacramento ,57.5,47.57,23.95,0.0,59.06,88.42,27.54579964
4594,Riverside ,64.86,9.45,59.68,21.36,37.42,6.69,45.41832669
5566,Napa ,1.74,10.94,47.95,0.0,48.85,55.71,46.99807457
8186,Orange ,27.59,44.5,36.95,80.21,98.74,7.11,17.62547504
5331,Butte ,57.15,45.37,5.7,38.49,8.58,83.12,49.06219151
4997,Santa Barbara,0.0,4.33,44.94,0.0,65.27,67.68,54.08997955
4386,Monterey ,0.0,6.57,6.82,96.81,58.58,48.97,25.98180608
4753,Solano ,28.21,21.02,24.25,0.0,26.82,92.72,35.17552182
5850,Alameda ,51.19,35.23,56.29,0.0,84.05,17.89,27.6580959
6947,Los Angeles,67.81,69.2,58.33,0.0,82.05,19.6,21.91842223
3064,Los Angeles,79.1,17.98,38.03,0.0,36.44,86.64,56.31648936
1714,Santa Clara,7.67,39.53,82.35,0.0,77.44,13.17,21.75615213
5767,Orange ,0.0,40.24,40.67,0.0,79.69,36.62,56.12890471
4406,San Bernardino,99.82,58.9,45.59,0.0,21.34,68.27,19.17308472
4089,Sonoma ,0.0,7.64,20.64,0.0,68.55,47.82,29.55185659
5640,Los Angeles,68.56,81.8,23.35,0.0,45.74,9.17,29.32541646
6808,Solano ,27.62,24.02,4.23,0.0,38.61,81.7,23.8447052
5180,San Diego,12.88,53.1,58.31,0.0,78.91,70.82,29.76900149
3437,Orange ,38.87,57.06,42.08,13.65,42.97,20.52,31.89287888
3154,Sacramento ,61.83,44.2,55.78,3.92,96.49,63.78,35.05714286
4357,Alameda ,0.0,22.1,94.85,0.0,35.14,78.68,26.31826742
5423,San Joaquin,52.37,41.53,11.49,86.95,2.1,46.05,38.74856487
3282,San Diego,20.52,34.81,46.87,30.16,77.19,16.45,44.5409015
3453,San Diego,13.92,54.56,66.28,0.0,93.31,60.76,21.673117
3006,San Joaquin,46.89,46.54,54.23,0.0,15.4,43.67,36.49819495
6577,San Francisco,0.0,16.23,96.33,0.0,62.28,51.07,41.94744977
6431,Napa ,5.5,10.62,31.72,37.83,45.15,55.39,45.10197775
3327,San Bernardino,99.12,74.47,56.89,0.0,89.87,76.62,9.099586382
3050,Los Angeles,82.84,9.77,31.63,0.0,45.05,98.17,54.2062654
6726,Contra Costa,0.0,19.32,27.34,0.0,80.7,85.9,22.96742002
2746,Orange ,1.18,58.64,97.54,74.96,47.15,15.48,4.49197861
3308,Orange ,23.09,42.17,45.97,0.0,56.42,6.76,52.04472843
5435,Los Angeles,25.01,70.64,79.39,0.0,83.11,23.04,17.45516978
9184,Riverside ,94.17,21.36,20.66,0.0,73.12,35.0,29.82436639
6108,Los Angeles,25.36,71.42,74.11,0.0,84.62,21.6,11.67460858
6148,San Diego,11.83,57.12,75.53,0.0,20.21,81.98,67.41414458
5547,Santa Barbara,2.37,5.2,32.74,93.52,68.79,6.45,29.47303922
3144,Alameda ,0.0,19.68,79.25,0.0,53.39,91.23,29.01670951
6705,Los Angeles,74.92,91.58,47.88,21.29,84.23,40.01,13.6668798
6608,Los Angeles,80.44,17.01,17.78,0.0,75.2,37.22,15.80916745
3647,Alameda ,0.0,19.94,90.84,0.0,55.17,91.38,21.39329348
4941,San Bernardino,80.21,42.41,24.39,0.0,25.02,86.77,38.65619546
4477,Santa Clara,14.83,41.01,70.26,27.53,82.66,36.21,16.66323378
10258,Riverside ,75.74,57.83,10.12,32.95,97.18,18.24,8.356290174
4842,Sacramento ,65.33,45.03,53.21,0.0,84.89,64.11,18.40847704
5013,Napa ,4.36,10.66,42.5,15.74,66.35,54.63,44.77881927
3248,Los Angeles,66.96,71.54,53.18,0.0,72.75,46.3,3.799019608
5182,Orange ,52.6,37.31,71.16,21.62,91.43,13.06,29.72810876
2594,Los Angeles,0.0,56.67,43.79,0.0,45.47,73.78,16.03554869
5632,Ventura ,0.0,35.41,34.31,98.27,54.81,46.7,29.02227723
7088,Monterey ,0.0,3.0,4.59,93.42,40.36,75.35,23.74586198
3140,Butte ,49.38,30.95,11.8,0.0,15.72,94.64,70.27027027
5079,Riverside ,93.96,31.04,9.7,0.0,17.75,18.05,42.43031883
350,San Francisco,0.0,17.74,92.03,0.0,84.56,90.81,
6470,Los Angeles,1.97,78.32,79.61,0.0,67.44,8.53,18.90337961
3225,Alameda ,3.71,27.97,53.47,34.61,88.82,84.17,30.04168003
4235,Ventura ,8.63,31.41,25.76,97.01,41.26,35.04,23.16779171
6594,Sonoma ,0.0,3.32,53.21,44.6,72.93,78.3,46.74641148
3786,Orange ,46.24,78.15,26.17,0.0,58.75,38.81,17.52889378
7452,San Diego,46.33,59.94,39.6,0.0,80.37,60.22,33.93841603
2478,Alameda ,0.0,25.62,77.64,0.0,79.53,82.18,19.0417183
7610,Riverside ,84.58,93.59,32.32,0.0,80.87,28.29,16.96746881
4086,Los Angeles,87.69,90.34,49.77,0.0,29.77,34.81,26.15463128
4168,Los Angeles,38.66,79.62,48.4,0.0,51.98,42.83,24.44614209
5756,Santa Clara,0.22,35.49,65.23,0.0,83.86,14.54,22.24909311
8606,Ventura ,0.0,34.68,29.88,98.94,52.26,43.35,24.44156685
6460,Los Angeles,78.78,14.0,11.7,0.0,42.17,86.19,66.86236138
5889,Los Angeles,12.03,80.21,78.07,0.0,89.04,50.79,19.69014592
4597,Alameda ,0.0,21.76,96.44,0.0,89.71,80.7,19.45235487
5788,Sacramento ,47.35,34.63,54.15,0.0,93.49,84.61,44.90287366
2260,Los Angeles,45.66,73.97,64.32,0.0,61.43,13.95,36.19966443
6799,Sacramento ,72.03,32.63,45.23,0.0,61.71,59.92,44.33497537
4993,Los Angeles,5.96,77.87,77.99,0.0,44.28,21.98,27.75354417
4748,San Diego,50.82,42.01,24.19,26.1,28.7,37.78,46.90792487
7407,Santa Clara,0.05,35.32,71.77,0.0,79.11,14.78,27.27970329
4668,Alameda ,50.66,36.96,45.81,66.09,24.07,49.06,15.31531532
2850,Riverside ,90.81,5.04,28.06,0.0,46.34,37.51,58.29415715
9054,Monterey ,0.0,2.95,16.08,96.71,24.5,75.64,32.18924913
3739,San Francisco,0.0,16.06,98.43,0.0,49.21,18.04,36.32573652
3582,Santa Barbara,0.0,3.39,17.64,81.17,41.0,41.61,
1029,Los Angeles,68.98,8.56,0.85,73.66,0.52,92.27,54.61441214
4864,San Luis Obispo,0.0,10.07,5.2,54.77,11.86,66.78,36.73430685
4897,Kern ,80.9,99.42,60.97,0.0,26.46,17.14,35.12333552
4210,Los Angeles,73.07,61.62,73.5,0.0,52.4,74.79,27.12001619
4684,Riverside ,85.57,32.45,7.42,0.0,32.18,45.19,47.12286159
3262,Los Angeles,59.44,67.65,76.1,0.4,54.17,31.25,29.52007244
4300,San Diego,11.44,57.19,66.92,0.0,50.06,82.2,36.36363636
4985,Los Angeles,67.48,68.15,69.26,0.0,6.79,22.98,28.43873518
2418,Napa ,0.0,13.91,19.68,62.27,74.29,77.78,14.42197634
4258,Orange ,56.18,77.23,81.71,82.6,18.29,15.92,10.06375228
7005,San Diego,9.22,53.07,45.92,0.0,84.1,70.85,16.25754527
6165,Los Angeles,22.3,70.82,78.2,0.0,51.93,31.94,30.56105611
3285,Riverside ,94.31,76.38,51.15,52.24,57.89,62.84,13.0928135
3087,Los Angeles,21.9,77.08,90.68,0.0,96.78,19.31,33.88499299
6031,El Dorado,77.35,7.31,7.84,44.24,41.9,61.64,35.13283379
2930,Santa Clara,1.12,36.3,67.47,40.32,91.63,14.56,13.96054628
2462,Sacramento ,66.34,29.42,66.49,0.0,94.99,62.49,30.59115337
4078,San Diego,21.66,31.48,47.07,34.04,92.2,38.09,40.8107436
5927,Los Angeles,32.97,74.07,88.98,0.0,87.08,16.5,25.61180646
797,San Francisco,0.0,16.82,61.75,0.0,12.29,61.31,59.90712074
4505,Shasta ,36.9,5.54,21.8,43.77,40.0,75.89,47.17514124
3203,Los Angeles,49.64,76.9,89.68,0.0,23.29,44.77,28.93729762
4080,Alameda ,2.25,34.99,74.68,0.0,71.81,77.65,35.60507904
2091,Los Angeles,13.25,65.84,65.93,0.0,92.79,34.24,9.267241379
7705,Tehama ,29.52,9.5,7.59,52.74,34.25,81.31,37.28367193
4251,Los Angeles,41.84,85.51,59.87,0.0,45.89,72.99,23.47077481
2561,Los Angeles,62.28,67.16,76.12,6.91,89.09,32.32,23.95466979
3544,Los Angeles,58.22,68.87,82.56,0.0,94.2,41.16,21.51758516
3466,Orange ,3.42,49.67,56.27,46.43,92.99,16.3,18.15100154
5892,Sacramento ,65.11,38.57,56.82,0.0,25.47,85.33,22.07239177
3907,Los Angeles,64.18,81.46,44.13,0.0,17.35,5.83,9.828315501
2638,Santa Cruz,0.0,10.98,25.56,97.74,14.05,52.66,37.6740685
3712,Riverside ,80.81,92.23,72.64,0.0,22.02,20.24,33.83045526
9882,Santa Clara,8.44,39.79,72.08,0.0,91.33,13.36,14.85050305
4499,Sacramento ,56.07,44.06,48.56,0.0,36.5,91.67,48.13770888
6974,San Bernardino,75.71,24.67,6.42,0.0,13.38,92.67,69.13544248
6309,Contra Costa,23.14,24.26,48.81,0.0,81.3,97.29,29.43206326
2887,Alameda ,0.0,24.62,63.87,0.0,82.04,99.35,29.57642726
7597,Sacramento ,54.82,47.46,52.38,0.0,72.35,89.58,34.35685915
4533,Humboldt ,0.0,9.6,8.12,40.95,10.44,92.49,60.34978968
5481,Napa ,0.5,12.07,32.15,75.22,69.66,54.57,20.96005863
2182,Santa Clara,16.27,40.27,55.28,0.0,22.24,59.29,36.07822954
4083,Los Angeles,57.63,66.44,93.05,0.0,99.11,30.1,20.43317184
7087,Los Angeles,80.42,54.67,43.68,0.0,30.82,38.88,38.04597701
4701,San Diego,18.54,58.5,47.34,23.68,14.0,82.67,27.7483584
2655,Los Angeles,68.13,67.45,62.23,0.0,18.32,44.22,11.77467175
4959,San Mateo,0.0,21.88,43.55,0.0,90.72,71.96,22.35524597
2807,Alameda ,0.0,19.78,91.93,0.0,99.73,98.85,21.26081582
5924,Santa Clara,6.14,39.01,82.82,0.0,86.57,12.56,12.70274885
7635,San Diego,3.92,20.53,22.02,74.46,44.31,18.66,46.91391816
2079,Monterey ,0.0,3.31,13.34,99.63,18.1,71.6,35.7949609
3266,Santa Barbara,5.16,7.29,32.06,0.0,29.75,13.67,51.94067529
3871,Stanislaus ,72.81,58.46,39.39,73.0,7.32,73.49,16.26473741
6070,San Bernardino,86.32,53.17,3.47,0.5,19.96,61.21,34.42867812
4933,San Diego,9.88,52.74,53.58,0.0,78.01,71.77,20.67194522
3606,San Bernardino,77.24,24.13,6.4,0.0,7.93,92.67,33.92955421
4452,Los Angeles,49.67,73.99,86.33,0.0,85.03,11.39,30.16088828
4195,Fresno ,88.51,94.81,55.28,38.99,9.04,38.41,23.25755683
4080,Alameda ,0.0,25.13,74.08,0.0,45.53,85.59,26.73796791
3348,Orange ,7.46,51.86,68.27,33.08,66.53,16.3,14.30741191
3667,Sacramento ,51.53,39.97,84.78,0.0,72.6,75.76,35.09214845
3813,Los Angeles,79.57,8.72,9.16,16.31,8.21,75.8,20.8401084
3477,Los Angeles,0.0,75.98,89.23,0.0,97.43,68.48,16.0342368
1860,Riverside ,92.82,3.56,1.48,20.69,4.07,37.71,44.43500425
8744,San Bernardino,76.47,37.03,8.17,0.0,8.47,90.47,52.46878866
4795,San Diego,15.44,27.81,48.3,45.96,60.97,40.38,62.13571118
6010,Los Angeles,92.81,43.76,41.42,0.0,88.74,20.91,26.00476839
5321,San Bernardino,99.95,52.79,3.56,0.0,5.6,75.68,30.49708912
5325,Orange ,0.0,48.45,31.12,82.93,65.01,16.19,13.74045802
3319,Riverside ,77.31,82.05,18.69,0.0,25.25,24.61,29.44147356
3716,Alameda ,0.0,20.32,92.32,0.0,53.81,93.4,39.20106525
2907,Riverside ,92.26,3.36,18.4,0.0,37.5,76.82,40.05431093
4578,San Francisco,0.0,15.97,98.41,0.0,25.8,21.07,31.86447724
3749,San Diego,17.26,58.61,53.58,0.0,85.64,49.62,28.42828514
4604,Los Angeles,82.37,78.49,21.8,39.65,7.05,43.53,14.78506296
3771,San Bernardino,99.78,46.93,4.62,18.76,19.16,35.55,26.69322709
3555,Solano ,0.0,18.1,35.58,0.0,14.72,98.4,57.40850059
6590,Marin ,0.0,11.1,21.49,0.0,92.35,60.82,20.00952835
1749,San Diego,49.93,48.49,22.13,65.49,65.06,58.68,11.83323115
2784,San Diego,43.66,60.7,68.31,51.81,59.66,69.39,28.12725958
2388,Ventura ,0.0,30.77,50.28,87.41,72.08,63.0,18.75265168
2248,Los Angeles,0.0,72.65,84.91,69.45,99.34,35.96,25.35637149
3650,Los Angeles,23.89,78.02,91.4,0.0,63.03,38.73,29.41685912
4015,Los Angeles,60.25,66.28,93.5,0.0,37.21,38.02,30.99696356
1292,Los Angeles,78.73,80.82,50.98,22.55,7.38,0.59,14.45652174
2497,Napa ,4.68,11.56,35.93,0.0,33.53,53.82,26.75324675
2936,Los Angeles,56.7,76.98,67.14,0.0,8.49,62.83,23.12252964
5716,San Mateo,0.0,13.72,59.78,0.0,50.26,58.76,12.44928071
3389,Los Angeles,84.42,51.96,63.79,0.0,12.46,46.63,7.789959608
3611,Los Angeles,36.69,72.83,89.93,15.58,71.4,1.01,25.5033557
6026,Los Angeles,70.45,67.12,45.7,0.0,81.19,14.99,20.63811923
1509,Alameda ,50.98,36.06,61.42,28.5,75.74,48.56,24.12965186
1727,Orange ,50.28,74.3,84.39,0.0,37.51,50.07,18.07765754
3091,Los Angeles,0.0,62.35,54.7,0.0,27.18,36.92,20.75078206
4490,Los Angeles,80.63,53.03,40.1,0.0,85.16,10.86,17.94285714
4163,Los Angeles,72.56,83.25,37.71,0.0,21.63,19.38,22.19897722
7000,Sacramento ,55.57,48.69,27.0,46.5,55.37,55.71,19.27899687
3985,Orange ,54.18,70.96,58.27,14.71,89.61,13.61,9.904714142
3102,Contra Costa,0.0,18.63,32.91,0.0,87.02,87.91,15.35055351
3995,Los Angeles,78.7,15.04,20.05,0.0,45.17,86.64,49.83790156
2719,Mariposa ,66.47,46.82,1.03,37.5,0.37,53.19,29.36536393
6188,Riverside ,97.86,49.77,17.99,0.0,1.97,72.28,42.60605036
4202,Los Angeles,53.99,61.35,72.38,0.0,93.35,15.53,11.19208745
4901,Santa Clara,11.46,40.13,23.54,46.86,86.47,13.17,30.21367521
8052,San Diego,13.58,19.15,25.03,96.91,11.08,17.74,16.95570971
2825,Los Angeles,63.32,91.11,13.73,0.0,60.3,13.32,44.72727273
3895,Riverside ,98.13,10.01,16.82,0.0,76.55,68.57,12.29674797
6339,Orange ,57.84,77.15,61.92,66.76,42.6,12.14,16.28557329
6024,Orange ,19.27,66.83,43.41,16.04,44.04,30.75,30.67935236
3083,Los Angeles,58.73,69.03,82.71,0.0,80.42,35.21,33.7861995
3179,Riverside ,91.72,3.85,25.63,0.0,27.24,76.82,54.06958187
7809,Marin ,0.0,12.11,35.09,0.0,33.79,27.95,69.04037611
5741,Monterey ,0.0,2.42,28.45,97.61,40.71,90.05,36.76367461
7163,Sutter ,35.3,10.84,26.49,94.69,7.68,21.43,35.84626755
6659,Los Angeles,0.0,66.02,40.47,59.52,72.61,32.48,19.41061495
1287,San Luis Obispo,3.79,8.99,17.48,70.97,21.32,31.75,53.04928989
3947,Los Angeles,76.54,52.95,66.2,0.0,32.83,29.03,17.78440139
5988,Ventura ,49.29,42.99,25.43,58.82,71.67,30.7,24.5257221
4895,Los Angeles,79.8,49.4,38.32,36.96,97.48,11.94,12.55368996
3608,Los Angeles,0.0,64.49,90.08,7.54,60.17,53.09,22.50557069
2717,Los Angeles,58.78,61.17,73.93,51.48,96.27,29.39,16.46717446
5131,Sacramento ,47.59,42.54,46.97,0.0,75.73,44.85,24.31067144
2037,Los Angeles,37.27,75.31,70.26,0.0,59.6,12.15,16.13793103
4201,Los Angeles,75.99,34.89,4.34,77.98,5.08,62.06,34.20767983
2594,Riverside ,83.3,90.79,93.54,0.0,10.73,23.99,13.20553781
8284,Los Angeles,81.0,8.3,32.8,0.0,19.3,98.13,39.40772185
3954,San Mateo,0.0,23.05,59.07,0.0,79.34,80.0,25.86691659
5073,Amador ,65.05,30.2,6.12,42.48,11.3,48.52,23.6344086
5012,Orange ,9.51,61.95,76.42,98.07,98.96,16.33,9.283872248
2224,Sacramento ,59.2,43.0,60.13,0.0,73.92,86.12,20.57522124
1483,Contra Costa,7.86,22.05,45.15,0.0,9.72,85.26,59.81873112
5089,Los Angeles,81.64,8.76,36.47,0.0,34.65,98.23,43.3775579
6033,San Diego,30.59,13.14,13.81,68.48,31.15,19.07,39.21807124
2871,Santa Clara,0.0,32.02,72.68,0.0,90.11,10.49,24.67652495
5620,Riverside ,95.88,71.32,60.28,0.0,80.43,69.93,35.99038284
2885,Ventura ,0.0,34.19,22.86,84.79,64.61,49.23,27.59450172
3118,Los Angeles,60.89,76.03,29.58,0.0,25.33,65.56,27.67412935
4281,Santa Clara,0.0,33.8,64.21,0.0,87.79,10.53,25.15090543
5028,San Diego,30.94,57.14,52.84,47.76,98.65,9.69,47.97900262
5215,Riverside ,66.29,9.38,55.38,28.2,43.0,6.01,53.34978174
4185,San Diego,17.95,58.28,35.58,0.0,22.7,83.34,56.86893751
995,San Bernardino,96.76,9.58,4.57,0.0,2.02,84.66,35.90116279
1564,Glenn ,8.04,33.16,10.94,84.86,1.73,41.22,35.19369665
3644,San Benito,0.0,5.75,18.35,70.24,10.59,68.25,60.70115224
6117,Butte ,40.39,48.21,13.15,53.87,58.06,32.99,39.45195855
5557,Los Angeles,86.11,50.44,51.69,0.0,47.05,73.86,30.27835637
3869,Los Angeles,63.59,75.09,29.58,0.0,82.42,24.39,6.888168558
4418,Santa Clara,7.56,39.68,76.95,0.0,88.11,13.72,14.44469174
7200,Santa Clara,17.21,35.51,51.11,0.0,52.15,26.32,17.68269107
4606,Los Angeles,0.0,68.39,55.41,0.0,70.53,46.54,17.24293785
3853,Fresno ,85.5,94.75,50.11,76.29,45.45,30.07,9.46932814
5317,Santa Barbara,0.0,4.04,25.4,98.87,30.63,15.44,32.05731832
5466,Los Angeles,68.24,67.64,62.37,0.0,4.4,23.2,25.51172311
3846,Solano ,28.35,20.34,46.67,0.0,50.38,83.06,35.48854041
4480,Santa Barbara,5.1,7.55,32.11,0.0,66.51,9.72,61.16414
5020,Amador ,67.04,11.96,1.82,24.71,4.52,55.36,35.51912568
3793,Los Angeles,37.86,77.86,64.26,0.0,38.16,40.53,16.53397028
3602,Monterey ,0.0,5.0,5.75,96.55,64.04,80.54,17.1609006
