Total Population,California County,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty
2430,Los Angeles,31.6,81.41,48.45,0.0,99.49,86.15,35.88516746
4459,Riverside ,73.37,12.2,77.29,0.0,71.56,55.07,67.71107391
3512,Los Angeles,75.77,60.08,72.95,0.0,41.06,81.18,33.97399661
10039,San Bernardino,98.51,63.26,14.17,64.86,23.86,41.95,17.73687513
6430,Los Angeles,0.0,65.58,91.5,9.07,70.89,52.18,42.93823038
12047,Imperial ,45.88,26.54,10.63,85.89,4.02,90.17,33.57187584
4657,Los Angeles,40.23,80.2,88.22,0.0,49.42,30.32,62.72687986
3599,Santa Clara,15.07,40.41,76.04,0.0,80.57,70.21,51.43494898
7041,San Mateo,0.0,29.82,71.22,17.5,96.67,47.79,64.9665328
4990,Los Angeles,63.54,70.52,95.8,0.0,34.04,12.36,39.10988578
5059,Los Angeles,1.31,80.16,95.26,4.52,95.53,85.03,30.93709884
4191,San Joaquin,42.29,44.23,46.17,0.0,54.53,78.17,63.12782671
6511,Los Angeles,3.52,80.87,95.07,0.0,27.8,85.49,53.43546185
6689,San Diego,50.25,42.45,57.74,4.68,58.04,49.27,63.50773281
2478,Los Angeles,2.84,80.15,59.78,57.52,61.42,86.72,28.41726619
5623,San Mateo,0.0,27.98,45.7,0.0,89.27,73.24,47.7482088
6819,Orange ,19.98,51.74,44.44,0.0,68.59,23.79,42.95092216
4806,Los Angeles,85.31,91.54,70.62,0.0,78.83,57.09,36.54241939
2600,Santa Clara,10.9,38.52,85.21,0.0,78.93,85.83,41.73669468
3509,Los Angeles,48.17,79.97,89.68,0.0,65.42,46.26,40.4173531
3275,Los Angeles,58.17,77.79,29.63,0.0,20.88,68.45,63.54017729
3832,Alameda ,0.0,25.91,85.9,0.0,86.33,90.36,24.94400896
7722,Orange ,27.28,64.61,33.3,51.38,39.62,55.93,38.37542307
4485,Los Angeles,67.22,92.01,61.66,14.78,90.21,12.91,37.75299463
3180,Los Angeles,75.76,60.62,48.99,0.0,46.04,81.23,69.17227259
3403,Riverside ,59.6,10.6,30.75,30.59,75.86,28.0,33.94648829
3878,Sacramento ,68.88,44.6,56.13,0.0,96.4,74.67,41.06666667
4192,Fresno ,83.78,96.8,30.49,88.11,9.57,78.84,17.36617241
4140,Orange ,36.14,70.51,73.24,0.0,85.77,43.21,38.70967742
3055,Kern ,84.71,99.3,88.42,0.0,12.56,63.33,46.2406015
2818,Sacramento ,71.36,43.86,37.35,0.0,87.14,62.04,56.25201939
11436,Riverside ,98.1,43.57,44.79,10.63,14.88,58.41,72.012002
5542,Fresno ,89.6,94.1,70.73,0.0,14.69,57.96,36.25163338
2694,Ventura ,17.58,38.67,63.71,82.63,71.01,40.7,37.95885438
1368,Imperial ,40.04,50.21,9.8,94.85,2.07,82.42,41.75824176
4649,Alameda ,0.0,22.38,94.78,0.0,42.73,93.96,56.89580631
5776,Los Angeles,76.19,59.3,56.22,0.0,37.28,53.25,39.6354539
5716,Los Angeles,68.05,67.11,64.57,0.0,95.16,46.84,27.74236833
2844,Los Angeles,72.43,62.01,63.55,0.0,40.79,81.5,63.20616288
3188,Los Angeles,76.14,58.52,38.35,0.0,52.69,51.9,54.03884042
6042,Stanislaus ,60.91,49.95,71.24,0.0,52.9,70.05,36.06470899
5504,San Diego,10.47,56.56,75.53,0.0,99.33,80.98,58.21843251
8421,Riverside ,71.79,13.27,41.55,0.0,26.39,55.07,60.61041293
3473,Riverside ,87.31,91.6,28.13,8.7,14.59,43.54,39.73190349
6626,Fresno ,88.78,96.22,63.86,2.79,37.91,74.72,39.37410187
5531,Fresno ,83.35,96.64,63.79,36.5,4.18,83.91,42.29982964
4175,Los Angeles,79.59,56.32,46.67,39.79,74.39,75.03,36.11991929
4156,Los Angeles,0.0,76.51,65.16,9.3,39.32,71.36,53.96669931
5085,San Bernardino,96.98,92.25,36.33,0.0,16.81,57.15,44.29665457
3574,Los Angeles,44.16,88.51,68.52,31.02,29.97,54.01,28.04647393
6158,Kern ,90.79,70.9,2.65,72.27,5.85,71.15,58.55176315
4450,San Joaquin,42.62,44.07,51.29,0.0,57.2,78.17,51.44385027
6438,Sutter ,39.59,12.16,64.41,78.68,19.45,69.38,49.97090486
6991,Los Angeles,20.79,70.17,77.7,49.45,46.53,30.61,36.0104825
4340,Riverside ,97.24,4.62,13.91,0.0,82.7,94.95,52.50791975
7000,San Bernardino,59.05,9.14,16.94,49.75,66.73,99.6,28.50447967
817,Santa Clara,0.0,32.35,41.02,22.98,94.32,10.96,29.46107784
5280,Kings ,72.02,97.56,31.83,79.11,17.41,65.07,31.13284434
4109,Orange ,58.97,89.5,61.61,0.0,98.22,24.69,18.78363832
6760,Ventura ,0.0,35.61,32.03,79.74,65.3,62.54,44.5435623
5047,San Diego,7.78,51.83,26.33,0.0,84.68,64.63,49.20155373
4912,San Bernardino,99.01,61.98,68.82,85.12,78.41,34.51,36.00827777
3480,Riverside ,83.46,92.61,44.13,64.0,84.06,19.97,20.69606801
4447,Los Angeles,17.4,71.37,79.58,12.32,88.44,82.35,50.41227668
5269,Los Angeles,73.53,91.72,20.94,41.65,42.67,35.75,24.09393491
6497,Los Angeles,64.52,91.16,87.39,0.0,31.2,61.16,34.17332514
7345,Santa Barbara,0.0,5.64,12.54,96.75,3.47,67.94,46.88670087
4825,Kern ,81.73,99.35,96.89,0.0,36.65,90.41,33.34017234
5622,Riverside ,92.92,89.4,66.6,0.0,52.13,70.16,30.32816444
3463,Los Angeles,85.73,51.03,51.86,0.0,76.57,75.03,58.49154746
3910,Alameda ,0.0,22.24,95.94,0.0,34.49,89.41,56.43153527
1848,Fresno ,83.25,97.41,54.33,22.05,56.49,82.61,14.24
7982,Ventura ,0.0,35.67,34.25,77.12,51.67,81.3,55.8677686
3464,Los Angeles,57.42,82.74,76.97,0.0,47.81,19.16,20.50490884
6758,Ventura ,24.15,30.41,10.26,79.41,26.01,44.98,42.57793571
3186,San Joaquin,49.72,44.21,65.22,13.35,9.49,89.85,37.6930999
4655,Los Angeles,70.0,73.33,91.0,0.0,95.05,23.21,56.78086357
3721,Los Angeles,29.81,76.94,74.33,12.35,41.1,66.21,29.76416373
5072,Solano ,0.13,17.91,46.55,0.0,81.75,93.46,47.36643383
2202,San Bernardino,97.47,73.04,89.46,0.0,94.8,76.99,38.97581792
7379,Kern ,74.75,6.37,55.09,0.0,25.12,62.13,47.26439416
4476,Ventura ,0.0,37.16,43.06,100.0,38.26,58.65,49.38239159
3589,Kern ,75.37,6.58,22.77,0.0,42.35,80.14,59.14396887
4808,Orange ,28.99,65.85,67.37,54.9,44.78,54.96,46.55861456
7238,Los Angeles,48.55,89.11,69.86,8.24,40.34,68.77,26.14360965
2743,Solano ,36.79,25.28,18.82,83.89,49.12,48.88,32.98022599
4100,Los Angeles,66.5,64.29,60.82,0.0,43.56,73.96,43.85012218
3554,Sacramento ,54.59,47.68,33.56,0.0,71.78,52.44,48.68119266
6687,Santa Barbara,0.0,4.44,44.94,99.5,35.03,29.72,67.48932131
4847,Orange ,44.46,68.81,75.74,0.0,88.39,48.62,27.72428884
3883,San Joaquin,47.21,46.71,40.22,13.85,20.31,43.67,62.39751202
4085,Los Angeles,28.78,78.3,88.22,0.0,95.81,37.61,32.81667557
3933,Los Angeles,67.32,63.49,60.82,0.0,60.55,76.31,38.09275664
3599,Sacramento ,57.06,38.91,59.34,0.0,88.47,92.4,67.46347942
4249,San Joaquin,52.02,45.46,36.54,18.96,60.82,80.62,29.72404116
7366,San Diego,0.0,50.24,35.4,0.0,53.74,66.87,58.08223036
4250,Los Angeles,26.8,79.32,63.02,0.0,56.93,59.94,45.70602808
2781,Los Angeles,14.13,83.55,37.21,0.0,24.97,95.61,39.66309342
5734,Los Angeles,81.83,92.22,62.41,0.0,52.78,65.6,52.14814815
3638,Orange ,21.58,63.92,52.84,0.0,67.86,65.59,35.69955817
6243,Los Angeles,80.69,94.05,80.72,0.0,88.8,69.18,17.05882353
9450,Orange ,23.06,52.0,57.97,23.58,62.47,29.29,48.39559387
10960,San Bernardino,74.96,33.23,48.38,0.0,70.64,85.73,58.65680246
6416,Sacramento ,66.36,37.49,37.82,0.0,66.61,89.39,36.88950468
1704,Riverside ,87.05,6.03,26.63,71.94,67.99,30.78,
5397,Kern ,81.21,39.4,1.82,59.35,1.22,63.13,39.92071358
3631,Stanislaus ,62.63,50.74,57.71,86.28,10.81,81.49,50.82212257
7161,Monterey ,0.0,2.68,28.87,82.07,72.22,76.43,55.53496989
2853,Los Angeles,83.67,53.18,79.87,0.0,96.69,74.92,28.44268205
4016,Los Angeles,21.51,72.32,69.39,0.0,59.85,90.82,47.59388039
3052,Los Angeles,38.36,81.76,97.85,0.0,38.73,35.8,72.0678561
3689,Los Angeles,20.41,72.05,81.79,0.0,30.02,83.0,35.2089593
5002,Tulare ,87.55,97.94,52.61,28.79,47.34,86.54,36.7194005
3694,Stanislaus ,57.46,48.96,71.69,81.47,55.43,67.0,31.4454776
5311,Los Angeles,4.73,81.24,95.06,0.0,49.51,85.41,39.44543828
6985,Los Angeles,28.13,74.21,84.45,0.0,48.06,66.21,35.76811594
3498,Los Angeles,65.86,56.11,29.58,0.0,59.44,44.32,52.06158664
5572,Los Angeles,88.0,93.43,74.74,0.0,27.92,33.22,30.66557779
3353,Riverside ,80.37,90.46,94.86,0.0,73.21,23.84,25.66082566
4694,San Joaquin,53.48,42.21,64.02,0.0,22.0,95.07,56.3913354
8371,Orange ,32.96,62.53,84.33,0.0,96.54,45.95,21.96692337
4163,Los Angeles,38.92,84.98,98.38,0.0,49.93,67.02,48.74358282
2821,Riverside ,92.79,92.28,30.35,0.0,37.47,58.6,34.04584882
2463,Kern ,89.45,98.94,59.82,0.0,27.02,65.46,46.76348548
2938,Los Angeles,68.12,63.08,89.29,0.0,87.55,76.16,54.86784878
2682,Los Angeles,58.16,90.28,86.53,23.02,79.83,22.22,23.75557844
2773,Los Angeles,33.59,84.33,93.34,0.0,35.23,54.55,85.04561682
6109,Los Angeles,72.72,54.72,66.2,0.0,40.8,42.91,58.12977671
6586,Ventura ,0.0,37.36,41.48,80.64,46.46,58.18,54.38240799
3818,Los Angeles,73.79,61.54,50.06,0.0,19.05,81.54,73.46196868
3228,Los Angeles,37.65,81.29,88.22,0.0,29.64,34.69,69.90755499
5321,Kings ,77.72,98.75,67.33,71.04,8.91,93.71,21.91369606
1434,Alameda ,0.0,21.11,96.63,0.0,46.73,99.51,52.58333333
4877,San Bernardino,86.05,39.11,27.55,0.0,30.06,84.03,39.42065491
4451,Sacramento ,72.65,42.02,54.61,0.0,45.87,62.03,49.23447069
4869,Los Angeles,27.79,80.74,62.28,0.0,39.72,59.51,23.37798242
4122,Sacramento ,54.21,44.12,61.98,0.0,52.95,91.67,70.53763441
5859,San Bernardino,98.71,64.14,74.97,79.57,31.4,36.09,16.14611872
1512,Los Angeles,0.0,75.29,87.33,0.0,48.88,77.36,31.13440197
4541,Los Angeles,71.25,59.37,42.21,0.0,63.84,69.2,35.14920889
5143,San Diego,48.95,42.82,57.2,0.0,64.25,53.69,80.8861514
1500,San Francisco,0.0,16.6,99.35,0.0,32.39,75.53,71.68195719
4025,Santa Clara,13.97,38.77,75.86,0.0,72.97,72.88,44.25458148
6067,Sacramento ,63.27,35.21,66.95,0.0,94.3,92.63,59.85709051
4608,Sacramento ,61.63,38.9,58.83,0.0,78.89,83.67,53.59477124
8756,Stanislaus ,61.72,46.14,24.24,76.75,11.51,67.86,35.72217314
3366,Yuba ,40.77,10.95,17.84,75.66,12.61,78.01,62.8052089
819,Ventura ,47.31,39.98,1.03,63.53,0.25,19.4,44.02618658
5341,Los Angeles,74.49,61.06,39.25,0.0,61.78,70.99,44.91463858
4800,San Bernardino,88.03,45.17,22.18,0.0,13.72,83.98,71.33004926
4369,Los Angeles,56.67,78.65,35.5,0.0,46.91,68.45,65.42422756
3337,San Diego,40.24,60.67,68.21,22.32,78.5,75.78,41.55800736
6424,Ventura ,0.0,35.13,27.09,85.19,56.06,81.3,55.67925137
3067,Sacramento ,52.1,48.59,21.39,41.81,68.04,52.74,53.31971399
4915,San Joaquin,41.91,42.5,41.18,29.33,79.31,80.1,31.2793177
7251,Ventura ,0.0,37.47,71.9,43.67,28.63,63.18,37.69109873
3491,Orange ,5.79,61.46,87.86,91.83,98.15,15.72,31.23957754
4111,Yuba ,38.98,10.85,25.59,70.18,31.61,82.75,67.95794134
3390,Tulare ,91.79,97.72,73.38,0.0,41.2,55.89,20.47444225
6881,Los Angeles,25.28,73.26,74.54,67.35,25.45,65.85,37.78841968
4368,Los Angeles,64.28,70.24,95.56,0.0,14.76,12.36,26.8700565
2772,Sacramento ,49.96,48.41,16.27,71.34,59.16,52.64,52.76461295
3851,Los Angeles,0.0,61.29,63.11,0.0,23.7,73.78,32.43470935
5238,Solano ,28.4,19.74,39.0,36.1,69.08,95.38,50.82367297
6069,Santa Clara,16.81,39.85,58.81,0.0,75.69,53.91,44.092827
6316,Orange ,22.44,53.4,44.44,0.0,66.13,27.59,56.39786738
3417,San Joaquin,54.36,42.64,41.55,36.53,12.31,94.79,36.38449771
4828,Los Angeles,67.06,91.06,52.09,0.0,44.72,60.33,35.56118921
2963,Los Angeles,10.08,77.06,61.11,0.0,52.94,19.72,34.80528512
3508,Sacramento ,60.41,35.47,43.36,0.0,84.28,91.93,52.89751641
4617,San Bernardino,99.2,38.66,62.03,13.75,59.79,42.76,45.094701
4979,Orange ,7.88,53.73,56.62,56.03,93.59,36.77,20.39576803
3323,Los Angeles,54.72,82.94,36.15,0.0,14.57,62.74,68.89516635
3077,Los Angeles,60.46,68.67,82.71,0.0,44.27,49.48,39.12781955
7207,Alameda ,0.0,23.64,82.02,0.0,37.99,99.28,63.81823378
5484,San Diego,0.0,49.8,36.47,2.16,82.85,66.87,72.10859729
5840,San Bernardino,94.73,95.14,36.25,70.47,39.12,79.29,32.79065943
6310,Imperial ,46.8,42.62,47.43,0.0,21.89,95.56,65.31124498
6916,Santa Clara,16.38,39.41,60.6,0.0,93.63,30.14,46.74080411
5453,Los Angeles,63.23,57.91,34.4,0.0,53.37,53.0,62.75637339
7883,Los Angeles,45.76,84.48,99.78,0.0,88.16,10.25,14.21319797
10725,San Bernardino,96.4,93.71,38.79,0.0,54.87,48.53,25.19208605
3586,Riverside ,83.63,89.53,91.7,0.0,97.75,29.26,30.53459119
4973,Los Angeles,71.71,91.41,21.21,0.0,42.38,53.27,34.68682505
9177,Sonoma ,0.0,5.01,24.72,42.15,83.27,84.55,41.94423348
5752,Orange ,49.19,81.85,27.96,0.0,62.45,38.97,31.86538462
6347,Orange ,34.28,61.43,83.0,74.36,57.09,20.16,34.09703504
4436,Sacramento ,72.11,45.23,17.04,0.0,29.05,62.16,28.68954113
7114,Tulare ,87.13,83.42,26.24,48.95,26.97,72.81,46.31655726
4271,Santa Clara,15.69,40.29,55.87,0.0,90.25,68.53,49.38076416
5060,Los Angeles,32.3,78.68,86.31,0.0,54.36,54.65,26.46121148
6638,Los Angeles,72.32,71.4,81.73,0.0,27.82,54.16,19.73434535
2630,Alameda ,0.0,20.43,98.26,0.0,76.54,98.89,48.52229984
4108,Los Angeles,19.61,72.62,78.96,0.0,82.69,83.0,27.03284868
2915,Los Angeles,70.93,74.17,74.43,66.16,86.58,21.35,28.3592645
3300,Los Angeles,35.19,82.63,88.22,0.0,59.62,52.55,57.04611416
6755,Imperial ,40.29,50.34,8.78,83.36,0.64,82.28,53.77957299
6769,Los Angeles,0.0,76.85,89.23,57.46,56.72,71.24,38.54368932
7828,Tehama ,37.81,21.21,26.67,74.49,20.86,94.17,59.86481316
5569,San Diego,3.24,50.64,26.58,0.0,93.09,46.24,57.47692308
3818,Los Angeles,71.57,74.31,74.54,78.55,86.62,21.01,16.42801354
7804,Imperial ,23.83,63.19,19.42,70.64,36.46,64.8,50.98229109
5450,San Bernardino,82.66,94.85,72.71,39.29,20.42,43.02,23.77260982
6627,Orange ,23.62,54.88,39.92,0.0,56.39,40.2,57.76801938
3035,Alameda ,0.0,22.04,95.94,0.0,42.15,89.24,54.35816165
3563,San Diego,10.02,56.03,79.87,0.0,84.41,88.91,62.58712016
6061,Los Angeles,0.0,70.58,88.71,30.92,38.76,80.92,16.46646647
2351,Los Angeles,43.26,80.1,98.11,0.0,82.79,44.29,33.93590797
4145,Fresno ,90.43,95.1,92.32,34.77,65.4,76.7,25.46885853
7575,San Bernardino,72.88,28.11,33.64,0.0,66.41,85.02,64.29108216
4763,Santa Clara,15.29,40.31,70.58,0.0,94.04,70.21,52.29647152
3002,Kings ,78.28,97.51,31.54,31.68,2.08,65.82,61.16409076
4559,Sutter ,39.28,11.91,64.41,0.0,40.86,69.38,64.1101502
5411,Los Angeles,15.41,68.62,24.86,53.97,81.46,65.76,25.66113442
3071,Los Angeles,62.67,67.75,82.61,1.63,34.88,49.48,63.36633663
4407,Los Angeles,0.0,76.72,65.16,0.0,22.76,71.36,42.65935214
3763,Los Angeles,71.1,60.88,39.25,0.0,45.99,70.94,37.30426773
5672,Orange ,0.0,38.15,38.93,0.0,42.78,36.22,58.55411789
5282,Orange ,15.53,57.29,53.32,8.4,48.65,36.34,42.54133026
7522,Sonoma ,0.0,4.91,33.59,13.28,80.45,89.45,45.26013007
4098,Los Angeles,24.18,83.52,42.81,0.0,45.83,97.42,41.68118467
3403,Los Angeles,33.95,83.86,75.6,0.0,98.02,54.55,52.82685512
5218,Los Angeles,0.0,61.66,63.11,0.0,41.75,73.78,59.81818182
7312,Alameda ,0.0,30.69,76.19,0.0,73.19,76.26,31.28539071
4992,Los Angeles,71.98,91.77,20.79,32.71,26.23,43.97,17.23515249
3678,Tehama ,32.16,38.6,9.76,88.54,7.62,88.51,48.11446911
7083,Los Angeles,0.0,67.94,75.58,61.51,38.02,53.49,31.01898826
5864,Los Angeles,6.68,81.77,59.78,43.44,19.93,98.73,29.87671002
6445,Los Angeles,83.39,90.94,75.94,14.11,88.41,65.62,32.27561197
5504,Los Angeles,60.73,72.55,67.22,0.0,27.25,41.01,53.3985495
5462,Santa Clara,14.34,40.26,84.69,0.0,69.73,65.24,37.5
3236,San Bernardino,94.55,95.93,95.78,13.62,41.36,49.86,14.50336947
1470,Fresno ,90.44,94.15,80.64,87.01,49.67,78.4,18.36581709
7032,San Bernardino,99.6,72.34,40.5,0.0,77.34,79.07,35.20214782
5083,Sacramento ,49.58,43.2,53.95,0.0,58.63,90.02,42.48148148
4086,Kern ,80.39,99.79,84.48,4.82,49.81,63.33,39.51537745
4301,Riverside ,81.16,89.88,93.99,0.0,95.65,24.87,11.9711762
3383,Sacramento ,51.78,42.13,79.15,0.0,89.52,97.07,60.30786146
2571,Ventura ,0.0,28.84,31.1,98.74,76.39,44.51,45.03116978
6504,Riverside ,69.62,14.39,32.65,65.66,29.13,49.36,62.6396544
5338,Riverside ,96.48,27.61,34.72,48.46,49.87,37.32,43.23681936
4449,Orange ,20.43,55.49,50.87,0.0,72.99,28.3,70.41206935
2564,Kern ,86.19,98.93,9.5,14.55,7.6,64.65,32.30268511
3954,Los Angeles,64.31,56.96,30.05,0.0,62.95,51.58,62.42409521
4955,San Diego,11.4,52.93,54.75,0.0,45.73,59.11,60.29045643
4307,Los Angeles,4.01,74.72,60.87,0.0,32.38,94.25,56.84593958
4718,Alameda ,0.0,22.52,87.29,0.0,46.11,94.35,70.94675982
3493,Los Angeles,84.27,52.28,42.16,0.0,70.8,75.03,39.32038835
2828,Los Angeles,51.96,88.03,87.71,0.0,52.5,25.86,25.88795313
4468,Los Angeles,30.25,81.67,62.37,0.0,60.28,60.67,28.254984
3720,Los Angeles,80.47,56.27,84.56,0.0,94.54,63.19,26.85012022
10720,Stanislaus ,56.46,50.54,22.99,77.32,4.03,44.28,49.99515832
19732,Tulare ,90.23,98.19,34.5,74.53,23.99,77.83,19.00095482
4795,Los Angeles,65.14,64.51,71.9,0.0,38.53,62.75,55.59912854
6360,Riverside ,75.79,87.5,45.26,0.0,74.65,18.34,45.12492383
7248,Fresno ,67.43,93.16,18.4,81.77,3.38,57.83,36.94662805
4176,Los Angeles,89.08,93.74,61.57,11.76,48.25,72.86,35.64899452
1913,San Joaquin,44.27,46.1,23.08,87.18,32.01,18.93,39.83516484
5397,Ventura ,0.0,33.92,22.77,89.04,53.12,52.95,44.5160136
2385,Alameda ,0.0,20.09,98.32,0.0,74.44,99.93,52.62180974
6679,Ventura ,0.0,36.04,34.37,78.15,58.39,59.14,50.18256866
5014,Riverside ,72.69,12.61,18.76,90.8,40.26,55.07,68.62608696
8283,Riverside ,97.92,45.8,47.07,8.87,14.27,58.41,58.68743557
5263,Santa Clara,15.97,39.73,59.98,0.0,99.36,52.93,47.13123305
6387,Orange ,21.93,57.24,50.11,9.86,77.95,40.44,64.94080505
5630,San Joaquin,41.38,43.33,44.69,0.0,76.19,87.11,37.99919322
6593,Stanislaus ,61.29,46.99,29.38,84.72,11.38,67.86,32.51543454
1756,Merced ,60.11,53.35,12.78,85.62,8.93,86.95,43.03215926
3303,San Joaquin,42.56,44.4,29.25,73.3,29.5,78.17,54.18439716
1533,Los Angeles,0.0,79.65,95.08,5.65,90.76,49.12,38.97996357
4433,San Mateo,0.0,30.04,28.87,10.66,79.29,59.85,44.41241685
3751,Los Angeles,80.23,14.48,45.59,0.0,68.19,85.74,74.97680173
4794,Sacramento ,55.28,43.03,73.51,0.0,94.52,93.51,39.66666667
5248,Kern ,65.06,87.58,4.76,90.17,8.15,18.75,33.31902104
6741,San Diego,9.54,54.96,75.4,0.0,82.25,85.47,63.11399444
2803,San Diego,3.63,50.62,19.56,2.09,99.79,54.33,38.59910581
9317,Riverside ,90.06,95.28,74.43,46.96,83.85,33.18,20.3410475
2126,Los Angeles,76.78,91.91,65.89,0.0,95.47,26.29,28.92181911
3725,Riverside ,86.3,85.36,72.46,0.0,86.92,57.5,36.81643132
3200,Sacramento ,57.26,45.78,41.34,0.0,45.72,93.59,59.94876174
5980,Stanislaus ,70.82,57.15,41.04,0.0,19.31,28.84,35.91948765
6144,Los Angeles,63.02,73.06,54.23,0.0,94.76,37.91,20.47770701
4037,Sutter ,39.25,11.64,60.91,55.96,36.42,69.38,64.518852
3143,San Francisco,0.0,16.38,99.25,0.0,27.57,24.35,58.02773498
4052,Los Angeles,74.65,61.05,51.35,0.0,24.67,81.44,71.26736111
4653,San Bernardino,77.82,38.42,55.06,0.0,68.88,86.77,33.76842105
5564,Stanislaus ,58.64,48.9,57.11,94.52,38.93,48.19,31.91881919
3326,Los Angeles,39.17,81.32,98.06,0.0,60.96,23.96,69.53800298
14798,San Bernardino,92.7,56.08,34.38,17.54,78.57,35.05,36.78426431
4107,Los Angeles,0.0,69.96,94.19,0.0,61.03,88.41,46.89871761
3609,Los Angeles,0.0,66.58,92.94,0.0,63.68,88.95,30.82950554
5273,Santa Clara,0.83,36.09,73.86,32.51,83.82,14.78,31.08249217
3379,Los Angeles,46.48,74.74,84.45,0.0,51.3,50.37,53.79589297
8022,San Bernardino,90.2,42.93,22.3,0.0,17.89,84.01,39.95301101
2422,Los Angeles,48.76,77.14,89.39,0.0,48.9,59.87,36.50862069
4485,Alameda ,0.0,24.87,85.34,0.0,97.83,90.46,20.03614186
4119,Alameda ,0.0,19.99,90.39,0.0,40.31,78.68,29.46778711
3114,Alameda ,0.0,21.83,95.95,0.0,40.14,89.24,64.67207573
4226,San Diego,11.09,56.84,39.76,0.0,82.77,91.56,46.72385037
5944,Orange ,25.99,61.22,53.52,0.0,92.95,30.63,22.08750659
4889,San Joaquin,41.68,42.88,66.02,0.0,75.22,81.19,52.17705076
941,Ventura ,11.2,24.42,14.32,87.84,75.07,41.64,23.24840764
4375,Ventura ,38.71,39.6,22.53,82.27,61.07,10.94,49.43133951
2766,Los Angeles,60.65,67.38,76.3,0.53,50.29,31.25,29.48579648
4048,Los Angeles,21.99,79.66,79.07,0.0,76.85,52.89,19.35112747
5641,Los Angeles,73.84,61.53,61.82,0.0,40.55,81.44,52.84172662
6446,San Bernardino,83.62,44.16,44.18,0.0,49.84,84.12,58.20114473
3877,Los Angeles,31.98,84.09,42.81,0.0,50.89,73.38,62.60408781
4463,Los Angeles,23.8,72.99,70.04,0.0,80.47,45.0,37.06711249
5892,San Joaquin,49.59,47.48,21.69,86.18,47.54,33.37,27.268431
3743,Los Angeles,56.3,69.39,68.85,0.0,97.95,30.27,33.38453661
5799,Los Angeles,57.52,90.12,35.78,56.06,98.88,22.22,14.00037334
4074,Los Angeles,37.17,80.27,87.84,0.0,54.2,23.24,52.31958763
6569,Los Angeles,6.22,69.94,74.62,34.37,61.16,49.1,26.47861692
3390,Los Angeles,24.01,75.5,63.81,0.0,66.02,82.33,38.85582011
6112,Monterey ,0.0,1.04,7.25,92.2,68.3,29.64,41.68738899
6397,Riverside ,68.72,15.16,23.64,68.88,0.97,48.51,57.35887097
4922,Riverside ,97.52,56.07,23.35,0.0,39.08,83.82,48.20960699
4028,San Diego,49.74,42.35,57.82,0.0,52.68,48.75,80.82603254
3044,Los Angeles,47.69,74.04,83.14,0.0,51.69,46.16,57.51673767
4193,Yolo ,14.62,7.48,12.06,86.02,18.87,47.21,41.74890351
7487,Orange ,29.76,62.64,88.87,0.0,90.22,47.37,34.62264151
6298,Los Angeles,23.49,73.25,77.87,0.0,70.13,83.0,36.77011325
2734,San Francisco,0.0,16.43,99.58,0.0,24.02,86.8,76.13981763
5242,Sonoma ,0.0,2.01,36.6,78.88,82.5,68.92,36.68351477
4575,San Bernardino,97.01,89.29,72.05,0.0,7.86,79.13,39.34629706
3690,Los Angeles,0.0,67.47,75.65,62.87,85.58,39.7,11.93640865
4657,Los Angeles,62.01,63.65,70.2,0.0,95.09,35.82,42.76703112
6141,Ventura ,19.45,31.17,18.24,77.75,30.96,44.98,60.67130022
4577,Ventura ,0.0,35.6,43.57,0.0,55.51,81.3,75.84137751
5828,Los Angeles,79.48,91.94,62.93,0.0,39.67,76.44,25.15678194
4723,Fresno ,88.6,95.49,88.32,0.0,56.47,76.85,14.69423669
4114,Los Angeles,63.62,66.04,74.73,0.0,50.87,54.17,38.65379856
6629,Los Angeles,0.0,69.49,77.85,0.0,54.72,47.7,33.09236948
8998,Kern ,84.77,99.23,64.99,0.0,50.94,23.95,49.4098327
2266,Riverside ,95.62,25.24,30.2,5.25,73.01,38.51,45.56331007
4879,Los Angeles,6.23,81.43,81.08,0.0,43.22,88.1,52.7607362
5444,San Diego,43.09,60.49,57.45,0.0,87.28,68.12,56.27494457
3637,Los Angeles,42.32,78.27,87.18,0.0,39.9,51.65,44.43298969
3158,Fresno ,89.21,96.25,90.66,0.0,62.17,72.25,23.25208467
3066,Sacramento ,60.27,41.48,61.4,0.0,68.57,89.71,60.89441829
5459,Orange ,25.24,68.28,30.86,34.41,66.32,65.05,38.16573736
5324,Ventura ,0.0,36.98,61.83,9.9,40.69,63.99,41.14119923
6548,Orange ,36.39,62.73,72.8,48.26,76.31,25.05,36.46974063
3629,Los Angeles,60.28,73.59,67.22,0.0,84.94,43.87,12.61449882
2837,Los Angeles,6.42,70.81,79.48,48.75,33.65,87.55,25.01805054
2430,Los Angeles,35.8,80.61,88.22,0.0,55.26,46.8,36.3437089
3957,Alameda ,0.0,21.71,96.09,0.0,27.64,89.24,59.24316032
3478,San Francisco,0.0,18.03,91.88,0.0,12.09,95.3,58.98203593
2798,Solano ,0.0,18.01,35.58,0.0,17.28,98.4,60.38696538
4678,San Bernardino,85.41,95.04,88.67,35.07,8.29,45.8,27.46220797
2376,Los Angeles,26.27,83.07,42.81,0.0,43.45,92.34,21.82779456
2461,Sutter ,31.28,10.45,17.13,93.76,11.4,36.83,46.85382381
