Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty Pctl,Cardiovascular Disease Pctl
6893,Los Angeles,90026,-118.2560631,34.0625684,53.02,92.89,97.72,0.0,95.04,45.38,85.05,23.7
4557,Los Angeles,90011,-118.2520958,33.9921607,53.02,92.89,75.03,0.0,67.56,73.07,91.8,70.78
3908,Los Angeles,91201,-118.2987272,34.1621154,73.93,81.66,82.39,0.0,98.08,24.83,50.11,59.83
6065,Los Angeles,90201,-118.1555455,33.9740105,53.02,81.66,78.82,71.36,48.64,45.92,94.2,60.24
3552,Alameda ,94621,-122.2213677,37.7200105,7.58,30.7,91.9,0.0,81.2,98.54,76.22,85.11
7312,Los Angeles,90222,-118.2337235,33.9131395,40.49,81.66,57.83,0.0,25.54,93.12,92.61,88.6
6263,Los Angeles,90201,-118.1616452,33.9702059,53.02,81.66,78.82,74.48,44.7,53.9,91.46,75.41
4930,Los Angeles,90806,-118.1853182,33.8006191,31.84,66.23,83.63,0.0,46.76,86.14,81.22,69.62
5601,Los Angeles,90023,-118.1822336,34.0217436,53.02,83.99,96.98,0.0,96.54,60.37,95.39,53.7
4902,Los Angeles,90723,-118.1828739,33.8975428,40.49,81.66,80.3,0.0,89.15,71.08,82.7,86.06
4052,Los Angeles,90280,-118.1782284,33.9448778,40.49,81.66,57.2,17.0,86.58,47.39,81.73,83.54
4325,Los Angeles,90001,-118.2531399,33.9714062,53.02,81.66,75.68,0.0,74.27,84.58,88.91,90.45
4345,Los Angeles,90220,-118.2582626,33.8906679,40.49,81.66,81.42,32.69,20.35,93.63,52.96,89.64
2815,Fresno ,93721,-119.774839,36.7426787,98.18,97.22,96.78,41.48,72.8,77.0,94.9,63.65
5860,Stanislaus ,95380,-120.8576989,37.4861261,82.1,92.89,47.16,47.68,67.68,86.54,93.84,96.85
4335,Los Angeles,91706,-117.9690103,34.072647,69.23,66.23,70.86,10.66,85.07,71.62,79.75,79.04
4912,Los Angeles,90221,-118.2109036,33.8923624,40.49,81.66,77.87,0.0,42.75,88.46,75.42,94.68
5066,Los Angeles,90031,-118.2197131,34.0800585,53.02,92.89,85.34,0.0,91.63,55.98,88.67,27.34
3254,Los Angeles,90039,-118.2514556,34.1090483,60.88,83.99,80.14,0.0,91.7,70.25,59.35,64.31
4174,Los Angeles,90723,-118.1687296,33.8927048,40.49,81.66,76.58,0.0,29.65,71.08,82.12,86.06
5676,San Bernardino,91764,-117.6199919,34.0670436,91.1,92.89,93.58,37.02,77.04,64.48,79.23,70.1
4619,Los Angeles,90062,-118.3108167,33.9920834,53.02,83.99,49.15,0.0,72.43,89.03,79.57,75.81
5882,Los Angeles,91706,-117.9850227,34.0707595,69.23,66.23,61.63,57.13,96.55,71.62,83.38,79.04
4789,Stanislaus ,95350,-121.0393581,37.6767786,73.93,92.89,72.71,93.59,80.16,92.07,94.9,90.89
4285,Los Angeles,90061,-118.2679732,33.9296426,40.49,81.66,76.65,0.0,98.82,87.69,91.9,77.14
6313,Los Angeles,91767,-117.7259547,34.0640498,82.1,92.89,81.51,41.14,49.44,83.42,93.93,65.63
5252,Los Angeles,90003,-118.2761415,33.9560337,53.02,81.66,75.51,0.0,99.47,91.35,96.64,93.57
2985,San Bernardino,91761,-117.6174205,34.040951,91.1,93.64,89.72,31.06,84.71,58.47,57.98,97.53
4160,Los Angeles,90063,-118.1810137,34.0445158,53.02,92.89,86.68,0.0,59.33,60.34,96.59,79.52
3195,Los Angeles,90250,-118.3402541,33.9274077,40.49,81.66,73.12,54.67,97.39,68.02,74.12,46.86
6798,San Bernardino,92408,-117.2622655,34.0763612,98.18,81.66,86.89,44.49,77.23,69.62,94.2,64.84
5085,Los Angeles,91733,-118.0584597,34.0649651,64.8,69.14,68.24,37.98,75.55,58.85,84.34,56.26
1146,Los Angeles,90650,-118.0671761,33.9239459,53.02,81.66,75.72,0.0,51.45,62.02,79.23,86.34
6973,Los Angeles,90262,-118.1810628,33.9220335,40.49,81.66,75.0,0.0,96.85,64.52,76.57,81.35
3556,Fresno ,93650,-119.792414,36.8444241,91.1,97.22,91.03,0.0,44.12,95.39,89.13,62.62
2334,Los Angeles,90016,-118.3651555,34.0251238,53.02,81.66,74.5,26.73,72.58,92.86,63.23,74.21
3014,Los Angeles,90059,-118.2453429,33.9255436,40.49,81.66,61.21,0.0,95.73,89.0,92.95,74.48
5873,Los Angeles,91706,-117.9962625,34.0721312,69.23,66.23,54.32,44.22,97.33,71.62,76.57,79.04
4494,Los Angeles,90022,-118.1647906,34.0186759,53.02,81.66,95.79,0.0,86.56,71.81,93.19,88.88
3105,Los Angeles,90023,-118.1955701,34.0248828,53.02,92.89,96.98,0.0,99.51,69.89,93.35,67.04
4090,Los Angeles,90746,-118.2687215,33.8526247,31.84,81.66,80.37,16.69,90.85,90.79,48.8,68.15
3412,Los Angeles,90001,-118.2629318,33.9660533,53.02,81.66,78.84,0.0,61.52,83.32,96.05,85.71
6342,Los Angeles,90723,-118.1719652,33.8861963,40.49,81.66,80.86,65.62,68.79,61.29,81.22,69.62
4567,Los Angeles,90022,-118.165883,34.0387595,53.02,83.99,89.91,0.0,93.9,70.15,91.33,87.55
4585,Fresno ,93662,-119.5492976,36.5887994,98.18,97.73,25.21,97.58,6.24,87.72,99.12,84.23
3738,Los Angeles,91766,-117.7503192,34.0577434,82.1,92.89,73.35,0.0,52.75,78.42,90.8,67.96
2255,Alameda ,94603,-122.1834997,37.7323261,7.58,30.7,91.52,0.0,92.27,99.71,79.92,96.88
2105,Riverside ,92501,-117.3656342,33.9928146,98.18,92.89,95.3,0.0,86.2,94.12,87.19,89.03
3288,Riverside ,92879,-117.5306429,33.8801854,85.21,93.64,87.62,0.0,97.18,46.7,91.11,93.87
4679,Los Angeles,90731,-118.284187,33.7346618,31.84,66.23,96.25,0.0,48.4,87.56,80.28,71.46
5882,Fresno ,93702,-119.7453861,36.739532,98.18,97.22,85.6,0.0,41.52,96.57,97.96,99.43
3431,Los Angeles,90063,-118.1755967,34.0539591,60.88,83.99,86.68,0.0,84.58,60.34,85.14,79.52
7111,Kern ,93304,-119.0109288,35.3604274,98.18,99.64,87.49,0.0,47.19,94.2,96.13,77.48
5836,Los Angeles,90222,-118.2270116,33.9148293,40.49,81.66,57.83,0.0,52.14,93.12,85.87,88.6
3365,Los Angeles,90810,-118.2182796,33.8165383,31.84,66.23,88.04,59.59,27.61,79.94,89.49,69.52
4921,Los Angeles,91331,-118.4292815,34.2763731,82.1,66.23,73.53,0.0,88.6,65.75,81.89,14.54
4888,Riverside ,92551,-117.239288,33.8955489,98.18,92.89,39.45,0.0,48.93,64.83,86.02,77.46
4564,Los Angeles,90061,-118.2768346,33.9364442,40.49,81.66,75.51,0.0,98.86,90.34,94.27,88.69
4586,Los Angeles,90002,-118.2461145,33.948506,40.49,81.66,76.48,0.0,45.64,88.88,96.39,91.68
5547,Alameda ,94621,-122.1969422,37.7588039,7.58,30.7,91.92,0.0,22.25,99.06,90.33,86.27
2877,Kern ,93307,-118.9369122,35.2620354,98.18,98.74,14.97,96.54,6.12,82.97,90.71,76.95
4141,Los Angeles,91352,-118.3594527,34.2143159,77.87,81.66,94.14,0.0,83.08,82.97,70.38,55.94
5263,Los Angeles,90745,-118.2732944,33.8414725,31.84,81.66,73.23,17.35,94.1,69.53,45.56,74.21
4241,San Diego,92113,-117.1267377,32.7035568,22.34,66.23,97.98,0.0,54.52,93.62,97.57,50.8
15845,Kern ,93250,-119.1909489,35.6819031,91.1,98.69,13.43,93.39,10.65,59.69,80.59,72.0
3539,Kern ,93307,-119.0117159,35.3457339,98.18,99.86,89.6,0.0,42.5,89.81,83.58,66.09
4966,Los Angeles,90037,-118.284071,34.0074463,53.02,92.89,94.04,0.0,99.49,90.18,93.51,79.28
3812,Riverside ,92507,-117.352832,33.9799005,98.18,92.89,95.4,0.0,54.51,71.9,98.23,65.81
3570,San Joaquin,95215,-121.190401,37.9350761,60.88,93.01,28.75,92.66,40.34,60.58,88.17,76.36
3498,Los Angeles,90038,-118.3277122,34.088924,64.8,83.99,90.59,0.0,83.9,62.21,88.91,62.16
4215,Los Angeles,90660,-118.1106254,33.9759777,53.02,81.66,66.41,6.93,51.99,72.71,63.56,95.59
5496,Los Angeles,90220,-118.2262997,33.8996115,40.49,81.66,57.83,0.0,39.84,90.91,86.49,82.13
4555,Fresno ,93703,-119.7791954,36.7724799,98.18,97.22,96.12,0.0,68.97,97.05,94.57,85.09
4630,Riverside ,92509,-117.44041,34.0234351,98.18,94.67,21.31,0.0,85.9,61.9,67.47,88.31
6325,Los Angeles,90063,-118.1883898,34.0508765,53.02,92.89,86.68,0.0,94.37,60.34,86.9,79.52
3599,Los Angeles,90011,-118.251933,34.0157537,53.02,92.89,94.2,0.0,56.26,73.07,98.1,70.78
4051,Los Angeles,90201,-118.1537012,33.967443,53.02,81.66,78.72,73.03,39.19,47.45,85.14,63.65
3668,Los Angeles,90063,-118.181318,34.052283,53.02,92.89,86.68,0.0,90.2,60.34,74.32,79.52
6097,Merced ,93635,-120.8585299,37.0634558,69.23,92.89,32.69,76.07,18.07,95.85,96.35,98.93
4257,Los Angeles,90255,-118.2006924,33.9653735,53.02,81.66,67.19,0.0,58.32,63.96,79.28,78.18
3019,Los Angeles,90744,-118.2549079,33.7780161,31.84,66.23,99.79,0.0,46.6,78.81,88.96,78.89
6569,Los Angeles,90001,-118.2367913,33.9707698,53.02,81.66,72.18,0.0,70.57,79.48,84.19,85.61
2881,Los Angeles,90026,-118.2776959,34.0756705,53.02,92.89,92.61,0.0,97.02,61.68,82.83,46.0
4292,Los Angeles,90201,-118.1829301,33.9660331,53.02,81.66,69.97,0.0,65.03,53.9,94.27,75.41
2202,San Bernardino,92324,-117.3056556,34.0592689,98.18,83.99,93.09,0.0,96.1,91.5,78.74,99.15
3357,Los Angeles,91331,-118.4327217,34.2670388,82.1,66.23,73.93,0.0,86.75,81.27,74.12,46.68
4587,Los Angeles,90805,-118.2044859,33.8778668,31.84,81.66,83.43,0.0,80.12,82.48,88.96,68.38
5091,Ventura ,93030,-119.1342635,34.2084353,40.49,40.92,41.36,99.58,68.53,95.95,95.02,97.79
5577,Los Angeles,91766,-117.7643708,34.0542894,82.1,92.89,70.04,0.0,31.37,78.94,95.46,76.95
3973,Los Angeles,90805,-118.1600078,33.8783269,40.49,81.66,66.43,0.0,93.68,74.03,75.31,53.63
3449,Los Angeles,91606,-118.3943295,34.193936,77.87,81.66,66.4,0.0,71.22,77.07,84.78,88.51
4394,Los Angeles,90011,-118.2608283,33.9982715,53.02,92.89,79.39,0.0,63.25,73.07,96.48,70.78
4931,Los Angeles,91405,-118.4531264,34.2047824,77.87,66.23,55.23,0.0,77.15,92.58,90.63,95.16
7140,San Diego,92113,-117.1528082,32.7037376,22.34,66.23,99.65,0.0,70.61,81.0,91.41,44.11
3373,Los Angeles,90221,-118.1890767,33.8934041,40.49,81.66,80.62,0.0,85.45,88.29,92.22,94.68
3765,Los Angeles,91605,-118.3916113,34.1967006,77.87,81.66,66.4,0.0,60.33,69.41,91.33,79.92
3513,Los Angeles,90004,-118.2881064,34.0800134,60.88,92.89,84.29,0.0,93.57,68.69,83.22,29.21
3562,Los Angeles,90003,-118.2771699,33.9857805,53.02,83.99,79.39,0.0,99.5,91.35,95.25,93.57
2990,Los Angeles,90001,-118.2413457,33.9852598,53.02,83.99,72.18,0.0,51.97,79.15,86.66,82.53
5263,Los Angeles,90037,-118.2839315,33.9996748,53.02,92.89,85.35,0.0,99.86,90.18,93.66,79.28
6352,Los Angeles,90805,-118.2017298,33.847882,31.84,69.14,65.63,0.0,93.36,87.42,77.75,77.62
2869,Los Angeles,90016,-118.3505675,34.0373844,60.88,81.66,76.52,0.0,98.66,87.83,65.24,59.24
4306,San Bernardino,92374,-117.197144,34.1064459,100.0,69.14,57.64,23.37,58.09,74.62,65.54,78.31
5323,Los Angeles,90221,-118.2100244,33.8993431,40.49,81.66,72.66,0.0,38.41,88.46,92.88,94.68
4478,Los Angeles,90023,-118.2030018,34.0285553,53.02,92.89,96.8,0.0,98.6,53.76,91.67,45.57
4673,Fresno ,93702,-119.7453946,36.7468158,98.18,97.22,90.85,0.0,31.19,96.57,93.48,99.43
4414,Los Angeles,90022,-118.1673915,34.0282174,53.02,83.99,96.98,0.0,70.01,71.81,95.84,88.88
5461,Los Angeles,90606,-118.0787046,33.9680887,53.02,81.66,64.03,0.0,87.48,78.02,55.73,98.34
6022,Stanislaus ,95354,-120.9440005,37.6466798,73.93,92.89,42.83,67.76,51.22,86.21,92.46,88.54
3282,San Bernardino,92411,-117.3082365,34.1120412,98.18,81.66,92.1,0.0,73.61,98.49,92.22,97.05
2789,Los Angeles,90007,-118.2686568,34.0304827,53.02,92.89,94.04,0.0,96.72,70.88,95.99,56.84
3681,Los Angeles,90001,-118.2465194,33.9711665,53.02,81.66,72.18,0.0,61.05,84.58,91.11,90.45
4492,Los Angeles,90011,-118.2499406,33.999367,53.02,92.89,84.47,0.0,52.64,73.07,98.23,70.78
2506,Los Angeles,90221,-118.218295,33.8997715,40.49,81.66,57.83,0.0,37.82,88.46,91.8,94.68
6057,Los Angeles,90605,-118.0508252,33.9243441,53.02,81.66,72.21,0.0,34.33,70.73,83.86,85.4
3720,Los Angeles,90280,-118.1918918,33.9548717,40.49,81.66,57.2,9.04,79.33,42.92,72.57,75.65
4360,Los Angeles,90026,-118.2624816,34.0634788,53.02,92.89,97.71,0.0,66.65,46.62,92.32,22.07
4580,Imperial ,92243,-115.5453184,32.7938734,77.87,17.81,38.67,77.04,55.32,95.2,95.25,96.42
7139,Los Angeles,90247,-118.2957134,33.9011403,40.49,81.66,81.21,59.42,47.95,84.69,73.41,75.22
4427,Los Angeles,90249,-118.3065724,33.9079762,40.49,81.66,75.61,64.23,61.56,74.17,79.42,49.21
6488,Orange ,92806,-117.8580732,33.8446052,60.88,66.23,60.83,73.51,98.35,73.76,52.78,77.31
4173,San Joaquin,95336,-121.1751635,37.8481254,64.8,92.89,26.6,95.36,41.26,83.73,63.76,74.77
6450,Stanislaus ,95380,-120.8633794,37.4995559,82.1,92.89,48.21,93.66,55.88,86.54,60.58,96.85
6366,Los Angeles,90262,-118.2033535,33.9170524,40.49,81.66,80.11,0.0,97.32,59.08,77.2,72.77
3700,Los Angeles,90018,-118.3318299,34.0267587,53.02,92.89,78.44,0.0,86.4,85.1,94.7,59.18
2594,Los Angeles,90028,-118.3244586,34.0943767,64.8,92.89,90.59,0.0,86.93,57.96,92.67,52.51
3127,Los Angeles,90012,-118.2302769,34.06898,53.02,92.89,96.81,0.0,71.8,23.46,94.2,10.47
5998,Los Angeles,91331,-118.4202492,34.2731324,82.1,66.23,61.16,0.0,84.85,81.27,79.42,46.68
5427,Los Angeles,91746,-117.9969046,34.0468815,64.8,81.66,87.65,0.0,88.62,56.73,56.92,71.77
4227,Los Angeles,90028,-118.3113901,34.0999771,64.8,92.89,90.59,0.0,94.11,61.76,84.65,58.86
4138,Los Angeles,91766,-117.7335433,34.039394,82.1,92.89,69.42,1.28,27.6,78.94,79.42,76.95
3982,Los Angeles,91411,-118.4523813,34.1830757,77.87,66.23,77.32,0.0,78.53,74.79,98.72,88.63
4319,Kern ,93308,-119.033747,35.4058896,91.1,99.64,95.78,0.0,54.38,84.6,97.34,84.45
3631,Stanislaus ,95354,-120.9345314,37.6436041,73.93,92.89,42.83,79.99,33.89,82.51,70.14,84.59
4776,Los Angeles,91768,-117.7827836,34.0670423,82.1,81.66,79.74,0.0,85.5,83.29,83.22,63.65
6617,Los Angeles,90201,-118.195066,33.9724728,53.02,81.66,70.5,0.0,65.28,51.84,90.47,72.0
7016,Tulare ,93257,-119.0257487,36.0344686,98.18,94.97,11.6,87.78,7.29,64.13,91.9,85.59
5279,Ventura ,93030,-119.1669539,34.1929074,40.49,40.92,39.99,97.47,35.05,95.45,90.57,97.12
3520,Fresno ,93702,-119.7634494,36.7395157,98.18,97.22,94.18,0.0,34.79,95.11,93.35,98.8
4564,San Bernardino,92324,-117.3378085,34.0729192,98.18,92.89,67.14,0.0,87.27,91.5,79.11,99.15
6769,Los Angeles,90002,-118.2336919,33.9395183,40.49,81.66,76.48,0.0,53.68,81.4,93.66,72.77
4235,Los Angeles,90011,-118.2542903,33.9993679,53.02,92.89,86.05,0.0,65.94,73.07,98.19,70.78
4681,Stanislaus ,95307,-120.9641077,37.6035519,73.93,92.89,62.09,0.0,79.51,45.95,95.02,79.33
2281,Los Angeles,91731,-118.0605567,34.0686907,64.8,69.14,67.44,35.21,97.97,57.99,69.93,55.14
9297,Kern ,93215,-119.2527683,35.7653256,91.1,98.65,51.84,35.63,49.39,60.96,98.65,73.39
4084,Los Angeles,90247,-118.2952308,33.8771796,40.49,81.66,80.51,32.89,63.22,73.12,68.49,53.63
5420,Los Angeles,90201,-118.1965167,33.9771928,53.02,81.66,70.5,0.0,62.8,52.14,88.75,72.45
4043,Los Angeles,90670,-118.0524424,33.9427453,53.02,81.66,57.05,0.0,38.94,66.39,78.04,81.4
5634,San Bernardino,92407,-117.3313886,34.1410962,100.0,83.99,67.63,0.0,57.88,83.52,95.02,75.76
8795,San Bernardino,91763,-117.6996325,34.063215,85.21,92.89,89.74,45.26,28.25,79.85,92.07,90.96
4841,San Bernardino,92335,-117.4447619,34.0723219,98.18,92.89,94.46,0.0,83.71,80.35,81.81,92.0
4771,Fresno ,93722,-119.8702581,36.7926994,91.1,97.22,94.05,4.36,60.82,90.44,75.7,85.34
6962,Los Angeles,90221,-118.1971508,33.8868935,40.49,81.66,83.43,0.0,88.83,86.56,81.01,91.76
3000,Los Angeles,90606,-118.0683122,33.9660089,53.02,81.66,60.93,0.0,47.4,71.45,83.22,96.07
10473,Madera ,93637,-120.0540893,36.9361811,91.1,81.66,53.62,73.72,50.22,90.11,91.57,92.17
6562,Fresno ,93640,-120.5773805,36.626297,77.87,84.07,9.42,90.86,10.1,87.94,99.57,92.98
5620,Los Angeles,90059,-118.2606543,33.9346821,40.49,81.66,75.53,0.0,57.19,85.6,94.78,66.92
2370,Los Angeles,90744,-118.2475763,33.7957797,31.84,66.23,91.0,23.86,54.79,78.81,82.2,78.89
3606,Los Angeles,90059,-118.2614031,33.925262,40.49,81.66,80.36,0.0,99.24,83.32,86.12,63.07
3567,Stanislaus ,95358,-121.0018903,37.5972529,73.93,92.89,68.91,88.43,34.29,88.73,73.88,91.39
4943,Los Angeles,90044,-118.2857509,33.9334324,40.49,81.66,75.51,0.0,99.02,89.02,92.39,75.48
3432,Los Angeles,91352,-118.3664946,34.2047368,77.87,81.66,94.15,0.0,70.35,74.83,65.24,42.05
5531,Los Angeles,91402,-118.4408399,34.2152914,77.87,66.23,55.23,0.0,80.81,91.42,63.56,79.59
6854,San Bernardino,92411,-117.331566,34.1272418,98.18,83.99,63.32,0.0,31.27,98.59,92.14,97.14
2553,Los Angeles,90012,-118.2395097,34.0592851,53.02,92.89,97.97,0.0,80.34,23.46,95.93,10.47
4435,Los Angeles,90280,-118.2241036,33.9506731,40.49,81.66,76.48,0.0,72.95,51.3,90.95,87.83
8386,San Bernardino,92410,-117.2661895,34.1032656,98.18,81.66,67.64,0.0,32.99,87.12,98.94,84.45
2580,Los Angeles,90255,-118.216407,33.9828819,53.02,81.66,72.18,0.0,63.83,68.18,99.02,82.93
2109,Sacramento ,95826,-121.3955102,38.5374689,64.8,40.92,42.89,20.08,81.69,73.68,87.94,75.81
4057,Los Angeles,91402,-118.4548516,34.2188235,82.1,66.23,55.23,0.0,80.35,85.82,92.76,65.7
4000,Stanislaus ,95358,-121.0573902,37.5442264,77.87,92.89,18.67,92.28,5.51,70.23,76.57,64.31
7076,Los Angeles,91766,-117.7865057,34.0546198,82.1,83.99,71.84,49.38,61.76,62.82,59.57,49.68
3415,Los Angeles,90640,-118.1235535,34.0060075,53.02,81.66,86.27,0.0,46.22,44.35,87.08,54.22
6170,Los Angeles,91706,-117.9659964,34.1027727,73.93,66.23,71.38,3.84,28.0,71.62,62.07,79.04
3604,Los Angeles,90201,-118.1751358,33.9744232,53.02,81.66,70.5,0.0,82.05,53.9,85.25,75.41
3204,Los Angeles,90201,-118.1514821,33.9583801,53.02,81.66,49.91,53.57,44.88,48.88,85.87,67.63
3213,Merced ,95340,-120.4917855,37.3071923,82.1,92.89,72.89,52.35,57.83,99.45,84.19,99.59
4930,Los Angeles,90255,-118.2254355,33.9692765,53.02,81.66,72.18,0.0,64.57,59.96,84.06,74.55
9352,Riverside ,92570,-117.2666634,33.8163878,98.18,92.89,14.9,34.9,67.16,65.79,91.11,93.77
4284,Los Angeles,90255,-118.2208725,33.9832062,53.02,81.66,72.18,0.0,62.48,68.18,97.4,82.93
4484,Los Angeles,90201,-118.1942193,33.9804922,53.02,81.66,70.5,0.0,64.64,46.24,91.67,62.62
2645,Los Angeles,91605,-118.3835614,34.1945637,77.87,81.66,66.4,0.0,67.15,71.62,74.48,85.59
3216,Los Angeles,90017,-118.2640302,34.05711,53.02,92.89,97.71,0.0,69.73,71.04,99.75,26.16
6117,Contra Costa,94804,-122.3567421,37.9283199,7.58,30.7,95.27,0.0,23.31,99.03,74.22,80.99
2601,Los Angeles,90248,-118.2949002,33.86433,31.84,81.66,77.57,18.14,94.7,69.63,24.58,64.44
4110,Los Angeles,91352,-118.3831998,34.217858,77.87,81.66,67.02,7.72,86.84,72.78,61.27,77.14
4271,Los Angeles,90059,-118.2341162,33.9243583,40.49,81.66,59.02,0.0,91.67,61.79,92.39,30.37
3729,Tulare ,93274,-119.3370033,36.196369,85.21,98.6,54.75,63.05,41.83,84.03,95.46,87.05
3452,Los Angeles,90065,-118.2455126,34.1174815,64.8,83.99,66.76,0.0,90.69,78.29,82.38,47.2
3577,Los Angeles,90255,-118.231291,33.9771202,53.02,81.66,72.18,0.0,65.77,68.18,95.9,82.93
5821,Los Angeles,91731,-118.0533005,34.0788602,64.8,66.23,63.42,29.57,92.73,45.9,93.48,44.46
2292,Contra Costa,94565,-121.8695963,38.0152346,22.34,17.81,61.05,0.0,75.08,98.83,85.25,97.03
3228,Los Angeles,90028,-118.321677,34.1009548,64.8,83.99,90.59,0.0,95.36,82.43,74.85,85.94
3248,San Bernardino,91786,-117.6426056,34.0904613,91.1,92.89,91.5,0.0,93.71,79.67,71.16,79.43
6170,Los Angeles,90011,-118.2621294,34.0173502,53.02,92.89,94.04,0.0,51.21,73.07,97.69,70.78
4287,Riverside ,92509,-117.3964984,34.02279,98.18,93.64,42.79,0.0,80.41,61.92,77.45,88.12
5257,Stanislaus ,95354,-120.9695762,37.6436844,73.93,92.89,64.02,38.02,58.43,88.03,59.35,91.12
3491,Los Angeles,90011,-118.2622815,34.0241996,53.02,92.89,94.04,0.0,66.25,73.07,96.79,70.78
4906,Los Angeles,90011,-118.2570623,34.0218419,53.02,92.89,94.04,0.0,63.57,73.07,94.9,70.78
2762,Los Angeles,90255,-118.2097713,33.9784203,53.02,81.66,71.57,0.0,67.28,59.51,72.13,73.08
3939,San Joaquin,95205,-121.254226,37.9672954,53.02,94.2,49.16,0.0,75.07,88.57,88.17,89.33
6230,Riverside ,92879,-117.5572508,33.875079,85.21,93.64,90.63,0.0,89.36,41.75,89.49,90.16
4004,Sacramento ,95818,-121.5071562,38.5612821,53.02,40.92,81.8,34.73,82.74,79.5,83.75,76.95
4932,Los Angeles,90003,-118.2684059,33.946945,40.49,81.66,75.51,0.0,59.51,89.2,91.57,90.56
3301,Los Angeles,91605,-118.4116037,34.1972751,77.87,81.66,66.4,0.0,85.81,66.44,79.23,76.42
4527,Stanislaus ,95357,-120.9148312,37.6444867,73.93,92.89,24.27,91.9,28.55,55.32,90.47,84.84
4506,Los Angeles,90061,-118.2718223,33.9109785,40.49,81.66,81.59,0.0,42.47,85.29,73.05,75.65
5662,Los Angeles,90222,-118.2543733,33.9083355,40.49,81.66,67.69,0.0,52.96,91.17,61.5,82.25
5888,Fresno ,93722,-119.8544515,36.7971891,91.1,97.22,90.22,7.17,56.34,75.0,85.14,46.1
5454,Los Angeles,91768,-117.7700769,34.0680438,82.1,83.99,80.32,0.0,95.61,83.29,78.78,63.65
3285,Los Angeles,90061,-118.2755609,33.92558,40.49,81.66,81.59,0.0,99.42,93.52,96.79,93.73
4195,San Bernardino,91764,-117.6324246,34.0667083,91.1,92.89,92.59,19.67,54.04,70.83,95.55,76.59
3804,Los Angeles,90247,-118.3073078,33.8749347,40.49,81.66,69.48,0.0,61.71,75.5,70.94,57.47
3549,Los Angeles,91406,-118.4847378,34.189727,82.1,54.48,85.36,78.22,84.1,81.54,86.49,77.87
5262,Los Angeles,91731,-118.0339351,34.0755467,64.8,66.23,58.43,14.09,75.0,55.39,87.68,58.35
3780,Los Angeles,91732,-118.0268687,34.0525708,60.88,81.66,87.12,47.37,59.08,55.85,80.01,31.64
4730,Los Angeles,90723,-118.1644286,33.9089742,40.49,81.66,66.83,0.0,83.79,66.24,79.11,82.0
4714,Los Angeles,90016,-118.3592342,34.0369278,60.88,81.66,75.83,0.0,98.88,82.23,83.38,46.38
1954,Los Angeles,91733,-118.0651222,34.0572554,60.88,81.66,68.24,8.24,62.76,62.69,95.65,62.0
5049,Los Angeles,90011,-118.2608661,34.0036935,53.02,92.89,92.97,0.0,66.01,73.07,99.21,70.78
6356,Los Angeles,90805,-118.1729332,33.8561559,31.84,69.14,79.7,55.47,43.79,88.38,67.66,80.64
3607,Los Angeles,90220,-118.2347142,33.8849107,31.84,81.66,90.17,15.96,39.94,94.9,81.55,92.36
4694,Fresno ,93727,-119.7273757,36.7322737,98.18,97.22,74.25,75.66,19.16,75.22,97.2,67.96
4077,Los Angeles,90022,-118.1324571,34.0117799,53.02,81.66,88.76,26.87,45.33,67.98,72.96,85.51
5895,Los Angeles,90037,-118.2858532,33.9923462,53.02,92.89,79.39,0.0,99.54,87.66,95.65,72.92
2210,Los Angeles,90248,-118.2869247,33.9127934,40.49,81.66,81.59,0.0,97.05,53.27,85.41,24.2
4754,Los Angeles,90022,-118.1597749,34.0158731,53.02,81.66,90.72,0.0,90.9,71.81,85.47,88.88
3524,Los Angeles,90221,-118.190616,33.900837,40.49,81.66,80.11,0.0,91.31,88.46,70.28,94.68
5281,San Joaquin,95231,-121.2688218,37.885527,60.88,81.66,35.11,91.93,60.42,31.98,85.05,15.14
3545,Riverside ,92503,-117.457896,33.9337586,91.1,92.89,83.16,0.0,22.94,68.41,74.48,90.82
3525,Los Angeles,91605,-118.3913647,34.2192112,77.87,81.66,66.86,7.83,74.28,76.24,81.01,80.7
2796,Los Angeles,91733,-118.0321896,34.0402202,60.88,81.66,78.49,65.24,93.03,62.69,85.57,62.0
3200,Los Angeles,90065,-118.2316884,34.1001272,53.02,92.89,82.04,0.0,51.11,78.29,83.46,47.2
4078,Los Angeles,90255,-118.2209803,33.9899239,53.02,83.99,72.18,0.0,67.82,60.18,80.41,67.32
3804,Los Angeles,91746,-117.991289,34.0555809,64.8,69.14,71.03,19.84,80.66,56.73,58.37,71.77
4902,Los Angeles,90001,-118.2629489,33.962408,53.02,81.66,75.52,0.0,70.86,80.2,96.59,80.01
3806,Los Angeles,90011,-118.2534818,34.010412,53.02,92.89,94.16,0.0,43.56,73.07,94.7,70.78
3264,Merced ,95340,-120.4781909,37.3040353,82.1,92.89,73.4,0.0,59.79,99.28,94.78,99.54
4065,Los Angeles,90813,-118.1915438,33.7862264,31.84,66.23,83.63,42.83,57.31,89.74,93.73,64.39
4358,Los Angeles,90037,-118.2893576,34.0073136,53.02,92.89,94.04,0.0,75.29,90.18,99.51,79.28
5887,Riverside ,92570,-117.2733152,33.8509446,98.18,92.89,31.28,37.15,80.85,57.34,93.48,87.38
